name,categ,X,Y,Z,color
Гастроптоз,Болезни органов пищеварения,6.2157774,5.2575536,-2.2094748,#404387
Гастрошизис ,Детские болезни,8.408845,6.831423,1.4477676,#64CB5D
Гастроэзофагеальная рефлюксная болезнь,Болезни органов пищеварения,16.743855,2.6088722,1.9776913,#404387
Гастроэнтерит,Болезни органов пищеварения,14.05659,-1.6568152,0.69276464,#404387
Гашишная наркомания,Наркологические проблемы,-0.83963114,-5.9990344,-18.405472,#2D6F8E
Гебефренический синдром,Психические расстройства,-5.5916123,-3.5006964,-15.386821,#BADE27
Гелеофизическая дисплазия,Наследственные болезни,1.5119715,2.070121,-4.9858418,#38568B
Гельминтозы,Инфекционные болезни,11.977834,-4.361535,5.0933595,#460C5F
Гельминтозы у детей,Детские болезни,12.533104,-5.125815,4.7236505,#64CB5D
Гемангиобластома,Нервные болезни,-5.8262177,4.98701,-1.7853011,#440154
Гемангиома глаза,Глазные болезни,-1.5764973,2.8823848,8.352088,#E7E419
Гемангиома легких,Болезни органов дыхания,-7.179826,7.39072,5.8555417,#1E988A
Гемангиома печени,Онкологические болезни,-3.0060883,8.296175,1.7209499,#482374
Гемангиома позвоночника,Онкологические болезни,-5.790969,5.1512384,1.5441794,#482374
Гемангиома у детей,Детские болезни,-1.577365,2.8811338,8.360659,#64CB5D
Гемартроз,Болезни ОДС и травмы,-15.816532,1.5353429,2.4497669,#30678D
Гематогенный остеомиелит,Болезни ОДС и травмы,-8.024062,-1.2015057,4.5352592,#30678D
Гематома,Болезни ОДС и травмы,-6.4803276,4.5165243,-8.453328,#30678D
Гематома носовой перегородки,"Болезни уха, горла, носа",-1.2699958,0.1313248,3.488615,#208F8C
Гематометра,Женские болезни,8.899856,12.541978,-0.001590346,#48196B
Гематомиелия,Нервные болезни,-8.946117,3.47423,-6.3255863,#440154
Гемералопия,Глазные болезни,-5.4466095,-12.061732,-2.6866148,#E7E419
Гемианопсия,Глазные болезни,-6.7735014,-8.972221,-3.7782373,#E7E419
Гемибаллизм,Нервные болезни,-6.038125,-2.4290538,-7.882388,#440154
Гемифациальный спазм,Нервные болезни,-6.6813693,-5.795701,-4.516889,#440154
Гемобластозы,Онкологические болезни,6.1702614,-5.60895,-8.661463,#482374
Гемоглобинурия,Болезни крови,8.629854,-3.6357107,-9.781966,#A5DA35
Гемолитико-уремический синдром,Детские болезни,8.798483,-4.0678535,-6.5922375,#64CB5D
Гемолитическая анемия,Болезни крови,7.726462,-3.8730206,-9.369982,#A5DA35
Гемолитическая болезнь плода,Женские болезни,9.13657,16.331549,-5.452846,#48196B
Гемоперикард,Болезни сердца и сосудов,-0.25408408,6.9909635,-13.859746,#267F8E
Гемоперитонеум,Болезни органов пищеварения,5.71106,1.7844785,1.2272421,#404387
Гемопневмоторакс,Болезни органов дыхания,4.968729,-0.5781841,0.50308776,#1E988A
Геморрагическая болезнь новорожденных,Детские болезни,8.947456,-1.5202761,-8.853545,#64CB5D
Геморрагическая лихорадка Марбург,Инфекционные болезни,11.150989,-7.175299,8.827649,#460C5F
Геморрагическая лихорадка с почечным синдромом,Инфекционные болезни,11.215956,-7.9293528,8.329542,#460C5F
Геморрагическая пневмония,Болезни органов дыхания,7.782177,-6.0640597,0.92843074,#1E988A
Геморрагические диатезы,Болезни крови,8.554549,-3.2737148,-7.6855245,#A5DA35
Геморрагические лихорадки,Инфекционные болезни,10.439145,-8.117919,8.192139,#460C5F
Геморрагический васкулит,Ревматические болезни,7.9007225,-6.107569,-5.548237,#D2E11B
Геморрагический гастрит,Болезни органов пищеварения,16.754942,-0.6448686,2.2142017,#404387
Геморрагический инсульт,Нервные болезни,-4.670391,2.6572552,-9.430673,#440154
Геморрагический панкреатит,Болезни органов пищеварения,10.86897,1.4185939,-1.6663125,#404387
Геморроидальное кровотечение,Болезни толстого кишечника,8.222117,2.6087246,0.092231914,#8DD644
Геморрой,Болезни толстого кишечника,14.895489,8.84595,1.8445829,#8DD644
Гемосидероз,Ревматические болезни,6.4189067,-4.5427475,-4.0071096,#D2E11B
Гемосидероз легких,Иммунные болезни,5.0684433,-6.2433968,-0.44042394,#443982
Гемоторакс,Болезни органов дыхания,5.30333,-0.4048286,0.58054054,#1E988A
Гемофагоцитарный лимфогистиоцитоз,Иммунные болезни,5.0652766,-2.6251483,-8.116775,#443982
Гемофилия,Детские болезни,8.917086,-2.0441687,-8.692977,#64CB5D
Гемофтальм,Глазные болезни,-8.438807,-10.0104885,-0.8447766,#E7E419
Гемохромaтоз печени,Болезни органов пищеварения,9.387468,1.8251102,-6.0467067,#404387
Гемохроматоз,Ревматические болезни,9.278528,1.8183137,-5.9965973,#D2E11B
Гемохроматоз сердца,Болезни сердца и сосудов,8.807602,2.2581918,-5.764303,#267F8E
Генерализованная эпилепсия,Нервные болезни,-2.1358223,-4.637195,-10.121873,#440154
Генерализованное тревожное расстройство,Психические расстройства,-4.2343216,-2.5873706,-17.550467,#BADE27
Генерализованный пародонтит,Болезни зубов,-10.008131,1.821874,11.667291,#FDE724
Генерализованный пустулезный псориаз,Кожные болезни,0.5360836,-5.3571725,13.436996,#42BE71
Генитальная аллергия,Аллергические болезни,1.3888582,-10.503195,10.46462,#53C567
Генитальный герпес ,Венерические болезни,8.983654,-1.0341327,10.547073,#3D4C89
Генитальный герпес у женщин,Женские болезни,8.976063,-1.0419563,10.542814,#48196B
Генитальный туберкулез,Женские болезни,7.8557506,2.0060878,8.453515,#48196B
Гепатит,Болезни органов пищеварения,10.995533,-1.3348268,-5.4750586,#404387
Гепатит В у детей,Детские болезни,12.754087,-8.701075,4.0831494,#64CB5D
Гепатит С у детей,Детские болезни,12.785645,-8.960497,3.9200766,#64CB5D
Гепатобластома,Онкологические болезни,-3.4564538,9.08316,2.649816,#482374
Гепатозы,Болезни органов пищеварения,9.648771,0.14170891,-6.9342895,#404387
Гепатомегалия,Болезни органов пищеварения,9.133934,-0.22357549,-4.005309,#404387
Гепатоптоз,Болезни органов пищеварения,6.300105,5.2995353,-2.2188456,#404387
Гепаторенальный синдром,Болезни органов пищеварения,7.940184,0.9993918,-6.838934,#404387
Гепатоспленомегалия,Болезни органов пищеварения,9.077802,-0.12281523,-3.66907,#404387
Гепатоцеллюлярная карцинома,Онкологические болезни,-3.3314288,9.386878,2.3889923,#482374
Герминогенные опухоли,Онкологические болезни,-3.6932728,7.2322884,3.1975985,#482374
Герминома головного мозга,Нервные болезни,-4.8276935,6.6221194,-2.4149656,#440154
Героиномания,Наркологические проблемы,-0.33295405,-5.635918,-18.744652,#2D6F8E
Герпес опоясывающий,Кожные болезни,6.1924086,-7.7381783,8.566447,#42BE71
Герпес простой,Кожные болезни,5.960532,-8.247679,9.05714,#42BE71
Герпетиформная экзема Капоши,Детские болезни,6.7503166,-8.140958,9.6801195,#64CB5D
Герпетиформное импетиго,Кожные болезни,1.8421283,-5.680892,13.302289,#42BE71
Герпетиформный дерматит Дюринга,Иммунные болезни,1.0839437,-7.25272,14.665217,#443982
Герпетическая ангина у детей,Детские болезни,5.8979206,-9.581043,6.4970436,#64CB5D
Герпетическая инфекция,Инфекционные болезни,5.9632797,-7.6246505,8.373306,#460C5F
Герпетический стоматит у детей,Детские болезни,6.0346007,-9.652892,6.569501,#64CB5D
Гестационный диабет ,Женские болезни,9.028579,3.5981655,-12.189274,#48196B
Гестоз,Женские болезни,7.721362,14.351797,-6.4558616,#48196B
Гибернома,Кожные болезни,-1.92487,0.8702758,11.443357,#42BE71
Гигантизм,Эндокринные болезни,5.933346,5.198806,-6.9262996,#29788E
Гигантская кондилома Бушке-Левенштейна,Венерические болезни,-0.48229632,1.9152328,14.328098,#3D4C89
Гигантский пигментный невус,Кожные болезни,-3.1118302,1.5374831,14.559038,#42BE71
Гигрома,Болезни ОДС и травмы,-7.3984866,2.1058624,3.2938497,#30678D
Гидраденит,Кожные болезни,1.9384696,-3.2824483,7.9781523,#42BE71
Гидроксиапатитная артропатия,Ревматические болезни,-9.928611,-1.823957,0.82448727,#D2E11B
Гидронефроз,Урологические болезни,9.4118595,6.1342144,-1.8028153,#29AF7F
Гидропексический синдром,Эндокринные болезни,7.397936,2.7299614,-9.560649,#29788E
Гидросальпинкс,Женские болезни,5.9237,10.913893,0.2972728,#48196B
Гидроцефалия,Нервные болезни,-5.645001,3.2614102,-6.5062356,#440154
Гидроцефалия у детей,Детские болезни,-5.5385466,2.8858817,-6.206044,#64CB5D
Гименолепидоз,Инфекционные болезни,12.161715,-4.9565673,5.9623675,#460C5F
Гингивит,Болезни зубов,-9.451182,-0.050208975,12.245886,#FDE724
Гингивит у детей,Детские болезни,-9.396445,0.31200862,12.129765,#64CB5D
Гинекомастия,Эндокринные болезни,2.2269483,7.0822606,4.128012,#29788E
Гиперактивный ребенок,Детские болезни,-9.806393,-3.7373295,-15.017277,#64CB5D
Гиперальдостеронизм,Эндокринные болезни,7.421706,2.8962708,-7.0689926,#29788E
Гиперандрогения у женщин,Женские болезни,5.6261816,6.867268,-7.311248,#48196B
Гиперантефлексия матки,Женские болезни,8.047112,13.539699,2.0354862,#48196B
Гипервентиляционный синдром,Нервные болезни,-1.5267586,-1.8978219,-14.130656,#440154
Гипервитаминоз D,Детские болезни,8.641888,2.015064,-10.093445,#64CB5D
Гипергидроз. Повышенная потливость.,Косметические проблемы,-5.7790446,-6.3387556,13.037881,#22A784
Гиперестезия зубов,Болезни зубов,-11.967557,1.3227932,13.465826,#FDE724
Гиперинсулинизм,Эндокринные болезни,7.7865067,3.310782,-9.272734,#29788E
Гиперкератоз стоп,Косметические проблемы,-4.216979,-5.382018,16.67422,#22A784
Гиперкератозы,Кожные болезни,-3.5071466,-5.0948744,16.22797,#42BE71
Гиперкинезы,Нервные болезни,-5.115386,-2.7337577,-8.18817,#440154
Гиперкинезы у детей,Детские болезни,-5.4128113,-2.6663501,-8.28559,#64CB5D
Гипернефрома,Онкологические болезни,-4.58047,10.809383,1.4320568,#482374
Гиперопека,Детские болезни,-11.174465,-2.9140296,-18.102865,#64CB5D
Гиперостоз,Болезни ОДС и травмы,-8.99818,3.7396274,1.2707354,#30678D
Гиперпаратиреоз,Эндокринные болезни,8.449387,3.8531694,-7.1503124,#29788E
Гиперпигментация,Косметические проблемы,-4.393039,-6.824207,14.013937,#22A784
Гиперплазия плаценты,Женские болезни,9.994704,14.152105,-5.190182,#48196B
Гиперпластический гастрит,Болезни органов пищеварения,17.843025,1.0737889,2.3197923,#404387
Гиперполименорея,Женские болезни,5.6435394,10.352344,-7.35149,#48196B
Гиперпролактинемический гипогонадизм,Эндокринные болезни,5.9548173,6.293114,-7.3639927,#29788E
Гиперсомния,Нервные болезни,-1.6042525,-6.8561406,-15.065953,#440154
Гипертензивная нефропатия,Урологические болезни,7.5853243,0.16892986,-6.794593,#29AF7F
Гипертензивный церебральный криз,Нервные болезни,-3.1947598,2.1101718,-12.39627,#440154
Гипертермический синдром у детей,Детские болезни,7.0958133,-0.8759518,-10.32282,#64CB5D
Гипертиреоз,Эндокринные болезни,5.872592,4.8495736,-9.217341,#29788E
Гипертоническая болезнь,Болезни сердца и сосудов,-1.8032781,2.761673,-12.836117,#267F8E
Гипертоническая дискинезия желчевыводящих путей,Болезни органов пищеварения,14.69298,1.7339226,-3.33939,#404387
Гипертонический криз,Болезни сердца и сосудов,-2.6898427,2.1162558,-12.777548,#267F8E
Гипертонус матки,Женские болезни,10.085299,13.646004,-2.1642156,#48196B
Гипертрихоз,Болезни волос,-2.9869325,-10.457562,15.816822,#35B778
Гипертрофическая кардиомиопатия,Болезни сердца и сосудов,-0.99656236,6.408881,-16.02088,#267F8E
Гипертрофическая легочная остеоартропатия,Ревматические болезни,-9.994228,-0.49558187,-0.2719445,#D2E11B
Гипертрофический гингивит,Болезни зубов,-9.5254965,0.98110676,11.336543,#FDE724
Гипертрофический ринит,"Болезни уха, горла, носа",-2.2473612,-0.664207,3.4266398,#208F8C
Гипертрофия малых половых губ,Эстетические проблемы,6.5778055,3.1876872,13.564932,#23888D
Гипертрофия нёбных миндалин,"Болезни уха, горла, носа",-0.7065385,-3.2088122,3.0528245,#208F8C
Гипертрофия шейки матки,Женские болезни,7.5937734,12.16364,3.4985669,#48196B
Гиперцементоз,Болезни зубов,-11.359934,3.3546598,12.0781975,#FDE724
Гипоальдостеронизм,Эндокринные болезни,6.963137,2.777015,-9.083238,#29788E
Гиповитаминоз,Болезни органов пищеварения,13.70095,-1.8494362,-2.3008769,#404387
Гиповолемический шок,Болезни ОДС и травмы,4.802286,-1.4561237,-12.655348,#30678D
Гипогалактия,Болезни молочных желез,6.9644766,7.4648604,-10.439358,#462F7C
Гипогонадизм,Эндокринные болезни,5.9764886,6.146179,-6.8660073,#29788E
Гипокалиемический периодический паралич,Наследственные болезни,-0.7558427,-1.3651488,-6.073619,#38568B
Гипоксия плода,Женские болезни,10.67293,15.551775,-5.1131167,#48196B
Гипомеланоз ,Кожные болезни,-1.289965,-2.9619224,11.295932,#42BE71
Гипоменорея. Скудные месячные,Женские болезни,6.1941924,10.269169,-8.029187,#48196B
Гипоменструальный синдром,Женские болезни,6.034007,9.868499,-7.7143173,#48196B
Гипопаратиреоз,Эндокринные болезни,5.9307013,2.7283802,-10.421278,#29788E
Гипоплазия зрительного нерва,Глазные болезни,-6.459956,-8.8455305,-2.929472,#E7E419
Гипоплазия легких,Болезни органов дыхания,2.8113842,-4.2186275,-0.7243417,#1E988A
Гипоплазия матки,Женские болезни,7.330296,13.43192,1.496011,#48196B
Гипоплазия эмали,Болезни зубов,-13.438795,2.744438,11.362672,#FDE724
Гипоплазия яичек,Мужские болезни,3.7884839,5.867069,-5.3922386,#79D151
Гипоплазия яичников,Женские болезни,7.1968274,7.9546824,-6.061831,#48196B
Гипопластическая дисплазия почек,Наследственные болезни,4.743389,1.9599065,-6.439889,#38568B
Гипоспадия,Детские болезни,6.020413,7.202827,0.5731836,#64CB5D
Гипоталамический синдром,Эндокринные болезни,-0.90852016,-0.79704,-12.292485,#29788E
Гипотермия новорожденного,Детские болезни,7.604066,-0.57392603,-12.369509,#64CB5D
Гипотиреоз,Эндокринные болезни,5.5357523,4.7446003,-8.950608,#29788E
Гипотиреоз у детей,Детские болезни,4.5986514,4.52646,-8.9886,#64CB5D
Гипотоническая дискинезия желчевыводящих путей,Болезни органов пищеварения,14.399535,2.161127,-3.3531282,#404387
Гипотрофия у детей,Детские болезни,8.75922,1.0294328,-12.5784,#64CB5D
Гипофизарный нанизм,Эндокринные болезни,5.5791945,5.451572,-7.1233015,#29788E
Гипохондроплазия,Наследственные болезни,1.9309177,2.0945203,-3.756014,#38568B
Гирсутизм,Эндокринные болезни,5.2887034,7.239543,-7.3690624,#29788E
Гистоплазмоз,Инфекционные болезни,8.047923,-5.8727474,5.7814217,#460C5F
Гифема,Глазные болезни,-8.399993,-9.812699,-0.94451857,#E7E419
Глазная мигрень,Глазные болезни,-3.9571538,-7.4348054,-10.607851,#E7E419
Глазные проявления ВИЧ,Глазные болезни,-4.5919557,-11.272898,1.2076473,#E7E419
Гландулярный хейлит,Болезни зубов,-5.1071653,1.2481524,10.764579,#FDE724
Глаукома,Глазные болезни,-6.77408,-11.668201,-1.8904124,#E7E419
Глиома головного мозга,Нервные болезни,-5.067269,6.773317,-2.4495468,#440154
Глиома зрительного нерва,Нервные болезни,-10.030722,-6.9473376,-1.783628,#440154
Глиома хиазмы,Нервные болезни,-10.071397,-6.9458413,-1.6941537,#440154
Гломерулонефрит,Урологические болезни,10.141872,-5.3732405,-5.183974,#29AF7F
Гломерулонефрит у детей,Детские болезни,10.289184,-5.6120825,-4.833633,#64CB5D
Гломеруоцитоз почек гипопластического типа,Наследственные болезни,4.804203,1.906744,-6.519826,#38568B
Глоссалгия,Болезни зубов,-6.2384586,-8.785614,-13.274236,#FDE724
Глоссит,Болезни зубов,-6.525141,-0.39872658,10.560376,#FDE724
Глубокая пиодермия,Кожные болезни,1.5020251,-2.2572076,8.974508,#42BE71
Глубокий кариес,Болезни зубов,-11.632002,0.36726654,12.352789,#FDE724
Глубокий прикус,Болезни зубов,-15.282326,0.59914917,11.152874,#FDE724
Глухонемота,"Болезни уха, горла, носа",-8.248604,-4.8757324,-10.350185,#208F8C
Глюкагонома,Онкологические болезни,-2.2698774,8.31634,3.6552286,#482374
Гнатодиафизарная дисплазия,Наследственные болезни,0.93462926,2.1981504,-2.8379326,#38568B
Гнойные раны,Болезни ОДС и травмы,0.83155656,-3.2901423,6.889127,#30678D
Гнойный аппендицит,Болезни органов пищеварения,9.430025,3.1286561,4.8772235,#404387
Гнойный артрит,Болезни ОДС и травмы,-8.953093,-1.5307776,3.4792848,#30678D
Гнойный бронхит,Болезни органов дыхания,4.7311363,-8.633317,2.5598834,#1E988A
Гнойный мастит,Болезни молочных желез,2.695596,3.6608253,7.4276075,#462F7C
Гнойный менингит,Нервные болезни,-0.4306051,-6.778882,-4.6329236,#440154
Гнойный панкреатит,Болезни органов пищеварения,11.376618,1.8017081,-1.5960999,#404387
Гнойный перикардит,Болезни сердца и сосудов,7.021949,-2.388095,-0.72070485,#267F8E
Гнойный периодонтит,Болезни зубов,-9.914099,2.3299816,13.25932,#FDE724
Гнойный периостит,Болезни ОДС и травмы,-7.315383,-0.46182883,4.9296374,#30678D
Гнойный перитонит,Болезни органов пищеварения,9.615237,1.8438475,3.3172505,#404387
Гнойный холангит,Болезни органов пищеварения,11.63085,2.7469149,-3.5008414,#404387
Гнойный холецистит,Болезни органов пищеварения,11.983062,4.3371024,-1.6259592,#404387
Головная боль напряжения,Нервные болезни,-3.599713,-8.659326,-12.408804,#440154
Головное предлежание плода,Женские болезни,9.71674,17.130232,-1.9759458,#48196B
Головокружение,Нервные болезни,-5.460737,-6.9582067,-10.656955,#440154
Голопрозэнцефалия,Наследственные болезни,0.24947602,2.597052,-6.9673786,#38568B
Голубой невус,Кожные болезни,-3.634606,0.491091,14.958714,#42BE71
Гомоцистинурия,Ревматические болезни,5.625899,1.4794571,-9.027429,#D2E11B
Гонартроз,Болезни ОДС и травмы,-12.801163,1.8183746,1.2937694,#30678D
Гонорейный артрит,Ревматические болезни,-10.338028,-3.3100834,2.1736295,#D2E11B
Гонорея ,Венерические болезни,9.180728,0.8292941,10.927122,#3D4C89
Гонорея у женщин,Венерические болезни,9.108058,1.5217348,10.6200905,#3D4C89
Гормонально-неактивные опухоли надпочечников,Онкологические болезни,-2.99525,10.264843,0.22321859,#482374
Гормонозависимый рак молочной железы,Онкологические болезни,0.7365434,8.151608,4.3565307,#482374
Госпитализм у детей,Детские болезни,-9.633014,-3.6478827,-15.85225,#64CB5D
Гранулезоклеточная опухоль яичника,Женские болезни,2.549257,10.883966,2.8494158,#48196B
Гранулематоз Вегенера,Иммунные болезни,7.9442086,-5.1253614,-4.2751026,#443982
Гранулематозный периодонтит,Болезни зубов,-10.666407,3.4681308,12.253105,#FDE724
Гранулирующий периодонтит,Болезни зубов,-9.863227,3.4847126,13.398679,#FDE724
Грибковая пневмония,Болезни органов дыхания,7.279514,-5.680256,3.1063836,#1E988A
Грибковые заболевания,Кожные болезни,0.19374308,-6.7478843,17.97879,#42BE71
Грибковые заболевания кожи у детей,Детские болезни,0.50566226,-7.142214,17.964405,#64CB5D
Грибковый конъюнктивит,Глазные болезни,-2.5541048,-11.262211,5.76095,#E7E419
Грибковый менингит,Нервные болезни,-0.29964238,-5.3415666,-4.8853455,#440154
Грибовидный микоз,Кожные болезни,0.7997758,-1.3420962,13.929455,#42BE71
Грипп,Инфекционные болезни,8.421142,-9.140268,4.7148957,#460C5F
Грипп у детей,Детские болезни,8.920049,-9.658849,4.268852,#64CB5D
Грудной радикулит,Нервные болезни,-12.064536,0.8456322,-4.2610064,#440154
Грудной спондилез,Болезни ОДС и травмы,-11.829625,2.872253,-3.6363847,#30678D
Грыжа белой линии живота,Болезни органов пищеварения,14.645901,8.146342,5.2538996,#404387
Грыжа живота,Болезни органов пищеварения,14.763249,7.5668497,5.7149124,#404387
Грыжа кишечника,Болезни органов пищеварения,14.609626,6.7639365,4.81701,#404387
Грыжа пищевода,Болезни органов пищеварения,16.397165,5.360562,3.3701286,#404387
Грыжа пищеводного отверстия диафрагмы,Болезни органов пищеварения,16.369913,5.5361643,3.4664767,#404387
Грыжа спигелиевой линии живота,Болезни органов пищеварения,14.585529,7.324155,5.1854987,#404387
Грыжа Трейтца,Болезни органов пищеварения,14.706476,6.910955,4.979064,#404387
Грыжа Шморля,Нервные болезни,-10.668028,3.2155113,-3.8388548,#440154
Губчатая почка,Урологические болезни,8.806604,5.6558914,-2.8461933,#29AF7F
ГЭРБ у детей,Детские болезни,17.24534,2.7321606,1.9518044,#64CB5D
Дакриоаденит,Глазные болезни,2.658721,1.1316819,5.3421454,#E7E419
Дакриолитиаз,Глазные болезни,-4.3513374,-5.5514693,3.6026165,#E7E419
Дакриостеноз,Глазные болезни,-4.289669,-5.340292,3.413825,#E7E419
Дакриоцистит,Глазные болезни,-4.4224744,-6.1457915,4.367478,#E7E419
Дакриоцистит новорожденных,Детские болезни,-4.4350915,-6.039055,4.2922487,#64CB5D
Дальнозоркость,Глазные болезни,-7.1046724,-12.159944,-4.0601916,#E7E419
Дальтонизм,Глазные болезни,-4.393956,-11.265033,-4.008475,#E7E419
ДВС-синдром,Болезни крови,8.894879,-3.497799,-7.0512266,#A5DA35
Двурогая матка,Женские болезни,7.6335363,13.344865,0.4388407,#48196B
Двухволновый вирусный менингоэнцефалит,Нервные болезни,-0.35395226,-7.519517,-7.134193,#440154
Дебильность,Нервные болезни,-8.86118,-3.8349166,-14.95382,#440154
Девиантное поведение подростков,Детские болезни,-9.408762,-2.3060846,-16.944662,#64CB5D
Декубитальная язва полости рта,Болезни зубов,-7.0116673,1.3873858,10.707909,#FDE724
Делинквентное поведение подростков,Детские болезни,-10.22234,-2.0009065,-17.599068,#64CB5D
Делирий,Психические расстройства,-3.7553513,-4.9008207,-16.05632,#BADE27
Деменция,Психические расстройства,-4.618359,-2.0254734,-12.436956,#BADE27
Деменция с тельцами Леви,Нервные болезни,-3.971905,-2.359702,-11.089422,#440154
Демодекоз,Кожные болезни,-2.5213132,-8.352478,14.574437,#42BE71
Демодекоз век,Глазные болезни,-2.9964528,-9.350775,3.1566446,#E7E419
Демпинг-синдром,Болезни органов пищеварения,15.228332,3.371662,0.42284432,#404387
Дентикли,Болезни зубов,-10.911813,3.7448218,12.0056305,#FDE724
Депрессивный невроз,Нервные болезни,-4.9610996,-2.4354851,-16.937834,#440154
Депрессия,Психические расстройства,-3.7443044,-3.4135458,-17.22226,#BADE27
Депрессия у детей,Детские болезни,-7.9270105,-3.9057121,-17.450302,#64CB5D
Дерматит век,Глазные болезни,1.881156,-6.4690557,10.431584,#E7E419
Дерматит у детей,Детские болезни,0.673399,-10.788826,13.795357,#64CB5D
Дерматиты,Кожные болезни,1.6761161,-10.096462,12.846696,#42BE71
Дерматомиозит,Ревматические болезни,-5.2027855,-2.3974082,-1.4625874,#D2E11B
Дерматофиброма ,Кожные болезни,-2.1546357,0.99749964,12.866542,#42BE71
Дермографическая крапивница,Кожные болезни,2.5261364,-9.711967,10.438062,#42BE71
Дермоидная киста яичника,Женские болезни,2.1852486,14.528602,2.4617083,#48196B
Десквамативный глоссит,Болезни зубов,-6.491709,-0.34733263,10.553717,#FDE724
Десмоидная опухоль,Онкологические болезни,-5.245059,5.1672463,2.747849,#482374
Деструкция стекловидного тела,Глазные болезни,-7.8170986,-11.06401,0.5468213,#E7E419
Детская абсансная эпилепсия,Детские болезни,-1.340692,-4.8329988,-11.528775,#64CB5D
Детские афазии,Детские болезни,-7.7177615,-3.0585725,-10.794161,#64CB5D
Детские страхи,Детские болезни,-9.578689,-3.585306,-18.95666,#64CB5D
Детский церебральный паралич,Нервные болезни,-5.945414,-3.7518055,-9.817674,#440154
Дефект аортолегочной перегородки,Болезни сердца и сосудов,-2.3837223,10.117049,-15.547378,#267F8E
Дефект межжелудочковой перегородки,Болезни сердца и сосудов,-1.999287,10.0419445,-15.648704,#267F8E
Дефект межпредсердной перегородки,Болезни сердца и сосудов,-2.0405824,10.06386,-15.623591,#267F8E
Дефекты верхней челюсти,Болезни зубов,-12.745602,3.2524757,6.9716864,#FDE724
Дефекты зубных рядов,Болезни зубов,-13.538151,0.38223463,10.610165,#FDE724
Дефекты нижней челюсти ,Болезни зубов,-12.783924,3.2528658,6.969899,#FDE724
Дефицит иммуноглобулина А,Иммунные болезни,4.626728,-1.3618578,-8.078579,#443982
Дефицит пируватдегидрогеназы,Наследственные болезни,2.5006092,0.24297209,-7.530781,#38568B
Деформации грудной клетки у детей,Детские болезни,-10.384134,7.0150824,-1.9335604,#64CB5D
Деформации конечностей,Болезни ОДС и травмы,-12.998891,6.932592,0.70762116,#30678D
Деформации стоп,Болезни ОДС и травмы,-14.902327,6.0174327,-0.17607997,#30678D
Деформация грудной клетки,Болезни ОДС и травмы,-10.393387,7.074643,-1.965813,#30678D
Деформация ногтей,Косметические проблемы,-3.103606,-5.6278267,18.433489,#22A784
Деформация ушных раковин,Эстетические проблемы,-9.448627,-6.57172,11.026245,#23888D
Деформирующий остеит,Болезни ОДС и травмы,-9.46845,3.277363,1.4318318,#30678D
Деформирующий остеоартроз,Ревматические болезни,-12.943873,0.46241742,2.1981652,#D2E11B
Джексоновская эпилепсия,Нервные болезни,-2.7715309,-5.26062,-9.406434,#440154
Диабетическая макроангиопатия,Эндокринные болезни,-3.1702347,4.538295,-11.448548,#29788E
Диабетическая нейропатия,Эндокринные болезни,-1.1280212,0.5138713,-10.9830475,#29788E
Диабетическая нефропатия,Эндокринные болезни,7.5828705,1.6935521,-6.857651,#29788E
Диабетическая остеоартропатия,Эндокринные болезни,-9.579793,1.553979,0.6385895,#29788E
Диабетическая ретинопатия,Глазные болезни,-9.195036,-10.680276,-1.1530759,#E7E419
Диабетическая стопа,Эндокринные болезни,-9.45857,1.489331,0.5155798,#29788E
Диабетическая энцефалопатия,Нервные болезни,-3.7060137,0.5567364,-10.931002,#440154
Диабетический кетоацидоз,Эндокринные болезни,6.1791186,0.89441454,-12.074727,#29788E
Диарея. Понос,Болезни толстого кишечника,14.93045,-2.309382,0.05355425,#8DD644
Диастема,Болезни зубов,-14.7944975,0.15080607,10.204895,#FDE724
Диастрофическая дисплазия ,Наследственные болезни,1.3403832,2.505856,-4.147695,#38568B
Диатез,Детские болезни,10.42732,-0.17262869,-11.235065,#64CB5D
Дивертикул желудка,Болезни органов пищеварения,14.865656,4.8152485,3.6880193,#404387
Дивертикул Меккеля у детей,Детские болезни,14.266853,4.965797,3.4949465,#64CB5D
Дивертикул мочевого пузыря,Урологические болезни,11.014742,8.339648,-0.8093484,#29AF7F
Дивертикул мочеиспускательного канала,Урологические болезни,10.145424,8.721305,0.022734292,#29AF7F
Дивертикул прямой кишки,Болезни толстого кишечника,13.334401,5.8634644,2.5354607,#8DD644
Дивертикул трахеи,Болезни органов дыхания,0.2800188,-0.70151204,1.9550339,#1E988A
Дивертикул Ценкера,Болезни органов пищеварения,0.45285687,-0.48975995,1.8442278,#404387
Дивертикулит,Болезни толстого кишечника,13.42735,4.862718,1.9421167,#8DD644
Дивертикулы кишечника,Болезни органов пищеварения,13.209734,4.6822095,2.50543,#404387
Дивертикулы пищевода,Болезни органов пищеварения,16.047922,4.6686444,3.7689366,#404387
Дивертикулы сигмовидной кишки,Болезни толстого кишечника,13.200778,5.859527,2.7246718,#8DD644
Дивертикулярная болезнь толстого кишечника,Болезни толстого кишечника,13.155455,4.595101,2.4779963,#8DD644
Дизартрия,Нарушения речи,-9.48361,-2.8030336,-10.434852,#345E8D
Дизентерия,Инфекционные болезни,11.757,-7.026604,5.7196865,#460C5F
Дизентерия у детей,Детские болезни,12.6529,-6.4253526,4.513558,#64CB5D
