name,categ,X,Y,color
Hallux valgus,Болезни ОДС и травмы,-8.258432,-13.797862,#2D6F8E
HELLP-синдром,Женские болезни,-3.3692162,6.7473364,#29AF7F
Абдоминальная мигрень,Нервные болезни,-1.438245,-11.2252445,#267F8E
Абиотрофия сетчатки,Глазные болезни,-14.229921,-1.9332075,#79D151
Абсанс,Нервные болезни,-2.937788,-13.120352,#267F8E
Абсцедирующая пневмония,Болезни органов дыхания,7.4627395,-1.5785637,#208F8C
Абсцесс брюшной полости,Болезни органов пищеварения,4.5188937,5.0432725,#345E8D
Абсцесс головного мозга,Нервные болезни,2.5535896,-11.8356905,#267F8E
Абсцесс дугласова пространства,Болезни органов пищеварения,3.867027,4.760323,#345E8D
Абсцесс кишечника,Болезни органов пищеварения,4.7323213,4.36079,#345E8D
Абсцесс кожи,Кожные болезни,-9.706927,-4.288395,#FDE724
Абсцесс легкого,Болезни органов дыхания,5.956105,-1.9405599,#208F8C
Абсцесс молочной железы,Болезни молочных желез,-16.161505,2.052358,#460C5F
Абсцесс мошонки,Мужские болезни,-11.679514,2.1147184,#35B778
Абсцесс мягких тканей,Болезни ОДС и травмы,-3.9130368,-1.0130423,#2D6F8E
Абсцесс носовой перегородки,"Болезни уха, горла, носа",-8.113346,-2.383962,#1E9F88
Абсцесс околочелюстной,Болезни зубов,-15.741098,3.7122931,#22A784
Абсцесс печени,Болезни органов пищеварения,4.2514405,5.073187,#345E8D
Абсцесс поджелудочной железы,Болезни органов пищеварения,3.4998815,4.9176044,#345E8D
Абсцесс полости рта,Болезни зубов,-19.27156,4.9184647,#22A784
Абсцесс предстательной железы,Мужские болезни,-9.2548065,7.241536,#35B778
Абсцесс селезенки,Болезни органов пищеварения,5.197773,3.43487,#345E8D
Абсцесс слюнной железы,Болезни зубов,-16.793165,2.9962552,#22A784
Абсцесс языкa,Болезни зубов,-18.50018,5.2264466,#22A784
Абузусная головная боль,Нервные болезни,-4.198724,-5.9418254,#267F8E
Абулия,Психические расстройства,-1.6764939,-17.348383,#48196B
Агалактия,Болезни молочных желез,-14.614705,5.9024363,#460C5F
Агаммаглобулинемия,Аллергические болезни,-0.1402481,-4.990313,#3D4C89
Агнозия,Нервные болезни,-0.60625696,-12.289871,#267F8E
Агорафобия,Психические расстройства,-2.1339273,-19.280676,#48196B
Агранулоцитарная ангина,"Болезни уха, горла, носа",-7.6033173,-1.5002,#1E9F88
Агранулоцитоз,Болезни крови,-2.8365304,0.13579156,#440154
Агрессивное поведение детей,Детские болезни,-1.8244916,-2.8063798,#443982
Адгезивный средний отит,"Болезни уха, горла, носа",-6.988617,-1.762994,#1E9F88
Аденовирусная инфекция,Инфекционные болезни,0.18671335,1.2580563,#42BE71
Аденовирусный конъюнктивит,Глазные болезни,-14.675551,-1.5589402,#79D151
Аденоз молочной железы,Болезни молочных желез,-17.897545,7.5786386,#460C5F
Аденоидит,"Болезни уха, горла, носа",-5.849739,-3.307311,#1E9F88
Аденоидит у детей,Детские болезни,0.16376127,-5.6742644,#443982
Аденоиды,"Болезни уха, горла, носа",-8.219301,-3.2671263,#1E9F88
Аденоиды у детей,Детские болезни,-0.73593163,-3.9219024,#443982
Аденокарцинома желудка,Онкологические болезни,-7.3444405,3.2283747,#404387
Аденокарцинома легкого,Онкологические болезни,-7.4177947,4.307796,#404387
Аденокарцинома матки,Женские болезни,-8.257008,9.979507,#29AF7F
Аденокарцинома почки,Онкологические болезни,-7.6522055,4.0894194,#404387
Аденокарцинома толстой кишки,Онкологические болезни,-7.20775,3.8203413,#404387
Аденома бронха,Онкологические болезни,-6.1544333,3.2678998,#404387
Аденома гипофиза,Нервные болезни,-4.7612805,-1.3105081,#267F8E
Аденома молочной железы,Онкологические болезни,-8.389998,4.0045743,#404387
Аденома паращитовидных желез,Онкологические болезни,-8.822407,2.9735203,#404387
Аденома предстательной железы,Онкологические болезни,-8.676211,2.962185,#404387
Аденома щитовидной железы,Онкологические болезни,-6.601679,3.084368,#404387
Аденомиоз,Женские болезни,-9.378067,10.0734,#29AF7F
Аденофлегмона,Болезни вен и лимфоузлов,-11.710609,-0.3699789,#38568B
Адентия,Болезни зубов,-19.713757,3.8676107,#22A784
Адипозогенитальная дистрофия,Эндокринные болезни,-4.114234,2.4622066,#53C567
Аднексит,Женские болезни,-9.421125,9.552156,#29AF7F
Адреногенитальный синдром,Женские болезни,-8.167846,9.132875,#29AF7F
Азиатский разрез глаз,Эстетические проблемы,-19.134365,-9.119706,#A5DA35
Азооспермия,Мужские болезни,-12.193587,4.2428765,#35B778
Акалькулия,Нервные болезни,-2.1459563,-9.667735,#267F8E
Акантамебиаз,Инфекционные болезни,-10.899127,-0.5875704,#42BE71
Акантамёбный кератит,Глазные болезни,-15.047842,-2.4845335,#79D151
Акне,Кожные болезни,-11.154514,-8.566424,#FDE724
Акрогерия семейная ,Кожные болезни,-11.863364,-7.5275135,#FDE724
Акродерматит,Кожные болезни,-11.735395,-9.5546255,#FDE724
Акродерматит Аллопо,Кожные болезни,-12.461811,-7.3994446,#FDE724
Акромегалия,Эндокринные болезни,-4.1360083,1.7073874,#53C567
Актинический дерматит,Кожные болезни,-12.54818,-7.046736,#FDE724
Актинический кератоз,Кожные болезни,-10.586424,-7.602804,#FDE724
Актинический хейлит,Болезни зубов,-16.78617,0.97493434,#22A784
Актиномикоз,Кожные болезни,-11.291452,0.5758183,#FDE724
Актиномикоз молочных желез,Болезни молочных желез,-19.07614,0.25711656,#460C5F
Акустико-гностическая афазия,Нарушения речи,5.1739893,-12.12322,#BADE27
Акустико-мнестическая афазия,Нарушения речи,5.081889,-11.714724,#BADE27
Акустическая травма,"Болезни уха, горла, носа",-6.672718,-3.1350012,#1E9F88
Акушерские параличи,Детские болезни,-0.20750754,-4.46919,#443982
Акушерский перитонит,Женские болезни,-7.1552057,8.216351,#29AF7F
Алалия,Нарушения речи,5.236758,-12.93074,#BADE27
Алиментарная дистрофия,Болезни органов пищеварения,3.0056064,4.0472136,#345E8D
Алкаптонурия,Ревматические болезни,-5.6062975,-5.7057943,#30678D
Алкоголизм,Наркологические проблемы,-5.320792,-24.408003,#64CB5D
Алкогольная болезнь печени,Болезни органов пищеварения,4.2310305,4.7925687,#345E8D
Алкогольная депрессия,Наркологические проблемы,-7.1155615,-20.34639,#64CB5D
Алкогольная нефропатия,Урологические болезни,-2.886298,9.132149,#E7E419
Алкогольная полиневропатия,Наркологические проблемы,-7.3411627,-19.762705,#64CB5D
Алкогольная энцефалопатия,Наркологические проблемы,-6.7472663,-20.32797,#64CB5D
Алкогольная эпилепсия,Наркологические проблемы,-8.832479,-22.956974,#64CB5D
Алкогольный абстинентный синдром,Наркологические проблемы,-6.9669194,-19.928972,#64CB5D
Алкогольный бред ревности,Наркологические проблемы,-7.052783,-19.923433,#64CB5D
Алкогольный галлюциноз,Наркологические проблемы,-8.815365,-19.043915,#64CB5D
Алкогольный гепатит,Болезни органов пищеварения,6.737912,4.1096587,#345E8D
Алкогольный делирий,Наркологические проблемы,-7.856434,-19.893549,#64CB5D
Алкогольный панкреатит,Болезни органов пищеварения,3.9343863,5.0175223,#345E8D
Алкогольный цирроз печени,Болезни органов пищеварения,3.0842745,4.604746,#345E8D
Аллергическая крапивница,Аллергические болезни,-11.322543,-9.520616,#3D4C89
Аллергическая риносинусопатия,Аллергические болезни,-10.190811,-7.874786,#3D4C89
Аллергическая энтеропатия,Аллергические болезни,-9.033655,-6.9969893,#3D4C89
Аллергический  риноконъюнктивит ,Аллергические болезни,-7.828123,-6.8430815,#3D4C89
Аллергический альвеолит,Аллергические болезни,-5.2332706,-1.919513,#3D4C89
Аллергический бронхолёгочный аспергиллёз,Аллергические болезни,-7.433638,-8.091942,#3D4C89
Аллергический васкулит,Аллергические болезни,-11.056038,-9.584992,#3D4C89
Аллергический гастрит,Аллергические болезни,-7.1144166,-8.029707,#3D4C89
Аллергический кератит,Аллергические болезни,-10.057273,-6.3880944,#3D4C89
Аллергический контактный дерматит,Аллергические болезни,-11.386361,-10.380138,#3D4C89
Аллергический конъюнктивит,Аллергические болезни,-8.618485,-6.769943,#3D4C89
Аллергический конъюнктивит у детей,Аллергические болезни,-9.412754,-7.3599386,#3D4C89
Аллергический отит,Аллергические болезни,-9.021806,-6.97655,#3D4C89
Аллергический ринит,Аллергические болезни,-11.460119,-5.7393875,#3D4C89
Аллергический стоматит,Болезни зубов,-15.954024,2.6439283,#22A784
Аллергический субсепсис,Аллергические болезни,-8.837592,-6.593026,#3D4C89
Аллергический хейлит,Аллергические болезни,-8.708469,-7.472753,#3D4C89
Аллергия к протезным материалам,Аллергические болезни,-9.501291,-7.3424363,#3D4C89
Аллергия на алкоголь,Аллергические болезни,-9.268823,-9.322246,#3D4C89
Аллергия на домашних животных,Аллергические болезни,-10.8682165,-7.9493523,#3D4C89
Аллергия на инсулин,Аллергические болезни,-6.0515356,-1.8874128,#3D4C89
Аллергия на косметику,Аллергические болезни,-12.853916,-11.800381,#3D4C89
Аллергия на латекс,Аллергические болезни,-8.843856,-6.484823,#3D4C89
Аллергия на местные анестетики,Аллергические болезни,-8.873232,-5.9140873,#3D4C89
Аллергия на металл,Аллергические болезни,-9.986574,-8.79702,#3D4C89
Аллергия на пенициллин,Аллергические болезни,-9.094247,-6.5325084,#3D4C89
Аллергия на плесень,Аллергические болезни,-10.522874,-7.0947294,#3D4C89
Аллергия на птиц,Аллергические болезни,-8.883408,-7.050006,#3D4C89
Аллергия на пыль,Аллергические болезни,-9.767743,-6.5241537,#3D4C89
Аллергия на салицилаты,Аллергические болезни,-10.163,-6.490115,#3D4C89
Аллергия на укусы насекомых,Аллергические болезни,-9.393993,-6.2011414,#3D4C89
Аллергия на цитрусовые,Аллергические болезни,-8.855304,-7.3682423,#3D4C89
Алопеция,Болезни волос,-22.284777,-4.7224965,#8DD644
Алопеция у детей,Детские болезни,1.673156,-6.214182,#443982
Альбинизм,Наследственные болезни,-5.8416014,-7.976277,#29788E
Альвеококкоз,Инфекционные болезни,1.3401365,-0.7269696,#42BE71
Альвеолит,Болезни зубов,-15.085099,4.128986,#22A784
Альвеолярный протеиноз,Болезни органов дыхания,5.477182,-2.351085,#208F8C
Альгодисменорея,Женские болезни,-10.456359,9.642929,#29AF7F
Альгоменорея,Женские болезни,-8.185691,9.474539,#29AF7F
Альдостерома,Онкологические болезни,-7.2763996,3.6454499,#404387
Альтернирующие синдромы,Нервные болезни,-0.05902695,-12.910756,#267F8E
Амавроз Лебера,Глазные болезни,-11.264675,-4.2863855,#79D151
Амавротическая идиотия,Нервные болезни,-1.6945705,-10.972471,#267F8E
Амблиопия,Глазные болезни,-14.422345,-1.3410311,#79D151
Амебиаз,Инфекционные болезни,2.0353932,0.2916044,#42BE71
Амебный абсцесс печени,Болезни органов пищеварения,5.3120365,2.609658,#345E8D
Амелобластома,Онкологические болезни,-7.741707,1.0578196,#404387
Аменорея,Женские болезни,-8.380537,10.0213585,#29AF7F
Аменция,Психические расстройства,-2.11259,-18.39734,#48196B
Амилоидоз,Ревматические болезни,-5.1458907,-7.441409,#30678D
Амилоидоз почек,Урологические болезни,-3.7227705,6.222745,#E7E419
Амилоидоз сердца,Болезни сердца и сосудов,8.100538,-7.173235,#23888D
Амиотрофия Верднига-Гоффмана,Наследственные болезни,0.6186534,-7.0153284,#29788E
Амиотрофия Кугельберга-Веландера,Наследственные болезни,-3.8540456,-9.195859,#29788E
Амнезия,Нервные болезни,0.11607862,-10.574995,#267F8E
Амниотический тяж,Женские болезни,-10.124683,10.536354,#29AF7F
Анальгетическая нефропатия,Урологические болезни,-3.644513,9.542006,#E7E419
Анальная трещина,Болезни толстого кишечника,1.7144976,10.608662,#D2E11B
Анальный зуд,Болезни толстого кишечника,0.709955,8.649524,#D2E11B
Анальный полип,Онкологические болезни,-7.7185154,4.949925,#404387
Анапластический рак щитовидной железы,Онкологические болезни,-6.8631716,3.2593794,#404387
Анатомически узкий таз,Женские болезни,-9.171772,10.661791,#29AF7F
Анафилактический шок,Аллергические болезни,-9.854711,-6.716297,#3D4C89
Анаэробная инфекция,Инфекционные болезни,1.4523904,0.19023897,#42BE71
Ангидроз,Кожные болезни,-7.3281054,-1.2314041,#FDE724
Ангидротическая эктодермальная дисплазия,Наследственные болезни,-6.3453794,-9.166419,#29788E
Ангина,"Болезни уха, горла, носа",-8.302929,-1.5726364,#1E9F88
Ангина при лейкозе,Онкологические болезни,-2.6622295,0.13445713,#404387
Ангина у детей,Детские болезни,-0.5334552,-5.3259706,#443982
Ангиодисплазия толстой кишки,Болезни толстого кишечника,0.28185606,8.357596,#D2E11B
Ангиокератома,Кожные болезни,-14.227604,-7.2843127,#FDE724
Ангиолипома почки,Онкологические болезни,-7.3184423,5.880945,#404387
Ангиома,Онкологические болезни,-7.082579,3.2824242,#404387
Ангиома глотки,Онкологические болезни,-8.936047,3.856822,#404387
Ангиоотек,Аллергические болезни,-8.120233,-6.476917,#3D4C89
Ангиосаркома печени,Онкологические болезни,-8.63905,4.294755,#404387
Андробластома яичника,Женские болезни,-8.566707,10.105185,#29AF7F
Андрогенный дефицит,Мужские болезни,-12.442593,3.4390843,#35B778
Аневризма аорты,Болезни сердца и сосудов,8.280091,-7.4994097,#23888D
Аневризма брюшной аорты,Болезни сердца и сосудов,7.9503202,-6.4534125,#23888D
Аневризма вены Галена,Детские болезни,-0.9191369,-4.223632,#443982
Аневризма дуги аорты,Болезни сердца и сосудов,7.2141943,-6.970832,#23888D
Аневризма нисходящего отдела грудной аорты,Болезни сердца и сосудов,7.177458,-6.6187916,#23888D
Аневризма сердца,Болезни сердца и сосудов,8.0311575,-7.0645485,#23888D
Аневризма синуса Вальсальвы,Болезни сердца и сосудов,8.498507,-8.166588,#23888D
Аневризмы сосудов головного мозга,Нервные болезни,-6.177829,-8.40504,#267F8E
Анемия Даймонда-Блекфена,Наследственные болезни,-3.9552248,-7.937975,#29788E
Анемия у детей,Детские болезни,0.0090645645,-4.5762205,#443982
Анетодермия,Кожные болезни,-12.180826,-7.02707,#FDE724
Анизометропия,Глазные болезни,-15.796032,-1.3629239,#79D151
Аниридия,Глазные болезни,-15.054243,-1.5850937,#79D151
Анкилоблефарон,Глазные болезни,-15.02883,-1.9880509,#79D151
Анкилоз ВНЧС,Болезни зубов,-16.73597,3.3875928,#22A784
Анкилостомидоз,Инфекционные болезни,0.9563632,0.70992297,#42BE71
Ановуляторное маточное кровотечение,Женские болезни,-9.49445,10.580641,#29AF7F
Ановуляторный цикл,Женские болезни,-11.542913,11.905565,#29AF7F
Аногенитальный кондиломатоз,Онкологические болезни,-7.796036,5.55618,#404387
Анокопчиковый болевой синдром (Кокцигодиния),Болезни толстого кишечника,1.3418598,9.552254,#D2E11B
Аномалии волос ,Болезни волос,-21.265924,-2.6840417,#8DD644
Аномалии женских половых органов,Женские болезни,-8.9194355,10.223919,#29AF7F
Аномалии зубных рядов,Болезни зубов,-17.74328,4.500984,#22A784
Аномалии зубов,Болезни зубов,-18.078222,3.3416216,#22A784
Аномалии пуповины,Женские болезни,-7.8940034,8.728321,#29AF7F
Аномалии развития глаза,Детские болезни,-2.5296223,-2.8362339,#443982
Аномалии развития головного мозга,Нервные болезни,-0.62782013,-11.80998,#267F8E
Аномалии развития гортани,Детские болезни,-1.018497,-4.410785,#443982
Аномалии развития желудка,Детские болезни,-0.30961978,-3.7743335,#443982
Аномалии развития кишечника,Детские болезни,-0.5600884,-4.5809603,#443982
Аномалии развития коленного сустава,Болезни ОДС и травмы,-8.005861,-15.485371,#2D6F8E
Аномалии развития матки,Женские болезни,-13.811275,12.465683,#29AF7F
Аномалии развития пищевода,Детские болезни,-2.9306538,-4.2385855,#443982
Аномалии развития поджелудочной железы,Детские болезни,-0.89422214,-3.2940972,#443982
Аномалии развития позвоночника,Болезни ОДС и травмы,-7.456083,-15.247107,#2D6F8E
Аномалии развития почек,Детские болезни,-1.7606313,-3.8270867,#443982
Аномалии развития селезенки,Болезни органов пищеварения,0.31129146,1.9681453,#345E8D
Аномалии развития ушной раковины,Детские болезни,-1.7356381,-4.576594,#443982
Аномалии рефракции,Глазные болезни,-14.658365,-3.2907038,#79D151
Аномалии родовой деятельности,Женские болезни,-7.9376316,10.120747,#29AF7F
Аномалии формы зубов,Болезни зубов,-17.250254,3.579551,#22A784
Аномалии хрусталика,Глазные болезни,-13.919334,-1.1824987,#79D151
Аномалии цветового зрения,Глазные болезни,-13.596342,-1.2309206,#79D151
Аномалии яичек,Мужские болезни,-10.412576,5.3355403,#35B778
Аномалия Киари,Нервные болезни,0.91719604,-11.653791,#267F8E
Аномалия Кимерли,Нервные болезни,1.0420272,-11.005426,#267F8E
Аномалия Эбштейна,Болезни сердца и сосудов,9.069694,-7.682085,#23888D
Аномальный дренаж легочных вен,Болезни сердца и сосудов,10.244573,-5.3522515,#23888D
Аноргазмия,Психические расстройства,-3.760815,-16.905813,#48196B
Анорексия,Болезни органов пищеварения,3.6620367,4.9694605,#345E8D
Анофтальм,Глазные болезни,-14.67445,-1.0331776,#79D151
Антенатальная гибель плода,Женские болезни,-9.032991,11.255083,#29AF7F
Антибиотик-ассоциированная диарея,Болезни органов пищеварения,4.9165573,6.444045,#345E8D
Антифосфолипидный синдром,Иммунные болезни,-4.468706,5.4501557,#462F7C
Антракоз,Болезни органов дыхания,8.43696,-1.2464721,#208F8C
Антральный гастрит,Болезни органов пищеварения,4.96534,5.5356617,#345E8D
Аортальная недостаточность,Болезни сердца и сосудов,8.30872,-7.846069,#23888D
Аортальный стеноз,Болезни сердца и сосудов,7.3737307,-7.3203,#23888D
Аортит,Болезни сердца и сосудов,7.7955647,-6.981324,#23888D
Апаллический синдром,Нервные болезни,-3.3243272,-13.175719,#267F8E
Апикальный периодонтит,Болезни зубов,-19.869389,2.8130896,#22A784
Апластическая анемия,Болезни крови,-4.1339273,0.29126704,#440154
Апноэ недоношенных,Детские болезни,-1.5826929,0.34236717,#443982
Апоплексия гипофиза,Нервные болезни,-1.3072042,-11.653399,#267F8E
Апоплексия яичника,Женские болезни,-8.225718,8.889629,#29AF7F
Апостематозный пиелонефрит,Урологические болезни,-3.9460638,8.102348,#E7E419
Аппендикулярно-генитальный синдром,Женские болезни,-8.543167,9.759611,#29AF7F
Аппендикулярный абсцесс,Болезни органов пищеварения,3.718877,5.58742,#345E8D
Аппендицит,Болезни органов пищеварения,4.516431,4.4193826,#345E8D
Аппендицит у детей,Детские болезни,1.2881993,-6.960657,#443982
Апраксия,Нервные болезни,0.21323897,-11.381488,#267F8E
Арахнодактилия,Болезни ОДС и травмы,-7.2667837,-13.172535,#2D6F8E
Арахноидальная киста головного мозга,Нервные болезни,-1.5371251,-11.880994,#267F8E
Арахноидит,Нервные болезни,-3.9757702,-13.604596,#267F8E
Аргироз,Кожные болезни,-12.967911,-7.976091,#FDE724
Аритмия,Болезни сердца и сосудов,9.965403,-5.0983233,#23888D
Аритмия у детей,Детские болезни,7.0563293,-9.547821,#443982
Аритмогенная правожелудочковая кардиомиопатия,Наследственные болезни,-4.098921,-11.198523,#29788E
Артериальная гипертензия,Болезни сердца и сосудов,7.3995566,-6.284581,#23888D
Артериальная гипертензия у детей,Детские болезни,0.16539396,-4.1311073,#443982
Артериальная гипотония,Болезни сердца и сосудов,5.5139112,-5.741634,#23888D
Артериовенозная аневризма легких,Болезни органов дыхания,6.496046,-2.2890873,#208F8C
Артериовенозные мальформации головного мозга,Нервные болезни,-1.5759091,-11.053721,#267F8E
Артериовенозные мальформации спинного мозга,Нервные болезни,-0.20947073,-11.447046,#267F8E
Артралгии,Ревматические болезни,-5.678163,-10.06342,#30678D
Артрит ВНЧС,Болезни зубов,-16.983232,3.0651972,#22A784
Артрит голеностопного сустава,Ревматические болезни,-5.097087,-7.684712,#30678D
Артрит коленного сустава,Ревматические болезни,-6.073885,-7.439252,#30678D
Артрит пальцев,Ревматические болезни,-4.937644,-6.2012577,#30678D
Артрит плечевого сустава,Ревматические болезни,-3.6727145,-7.7170296,#30678D
Артрит стопы,Ревматические болезни,-7.0427547,-10.06257,#30678D
Артрит тазобедренного сустава,Ревматические болезни,-4.353646,-8.5871525,#30678D
Артрит у детей,Детские болезни,0.3055054,-4.6524687,#443982
Артриты,Ревматические болезни,-4.2644696,-6.3396893,#30678D
Артроз,Болезни ОДС и травмы,-7.8146124,-13.102765,#2D6F8E
Артроз ВНЧС,Болезни зубов,-19.241686,3.9834,#22A784
Артроз голеностопного сустава,Болезни ОДС и травмы,-8.179652,-12.946449,#2D6F8E
Артроз плечевого сустава,Болезни ОДС и травмы,-7.6936316,-14.7949705,#2D6F8E
Артропатии,Болезни ОДС и травмы,-9.431124,-13.953961,#2D6F8E
Асбестоз,Болезни органов дыхания,7.466092,-1.1115476,#208F8C
Асептический перитонит,Болезни органов пищеварения,3.38705,6.0366764,#345E8D
Асимметрия груди,Эстетические проблемы,-21.306086,-9.858111,#A5DA35
Аскаридоз,Инфекционные болезни,-0.32966053,-0.39911118,#42BE71
Аскаридоз у детей,Детские болезни,-1.6239272,-3.7756095,#443982
Аспергиллез,Инфекционные болезни,-0.3514235,0.4306025,#42BE71
Аспергиллез головного мозга,Нервные болезни,-1.4659531,-11.452766,#267F8E
Аспирационная пневмония,Болезни органов дыхания,6.112686,-1.7585378,#208F8C
Аспириновая бронхиальная астма,Болезни органов дыхания,-8.320843,-9.588346,#208F8C
Аспления,Болезни органов пищеварения,2.808075,1.6482835,#345E8D
Ассимиляция атланта,Нервные болезни,-0.36483312,-12.533906,#267F8E
Астения,Нервные болезни,-0.8319714,-12.87236,#267F8E
Астенопия,Глазные болезни,-14.424878,-0.8120532,#79D151
Астигматизм,Глазные болезни,-15.439402,-2.0841248,#79D151
Астигматизм у детей,Детские болезни,-0.20499854,-4.7758846,#443982
Астматический бронхит,Аллергические болезни,-9.697637,-8.5444975,#3D4C89
Астматический статус,Аллергические болезни,-7.0566525,-6.1485133,#3D4C89
Астроцитома головного мозга,Нервные болезни,-1.723033,-10.235807,#267F8E
Асфиксия,Болезни органов дыхания,6.64594,-1.225338,#208F8C
Асфиксия новорожденного,Женские болезни,-7.681774,9.61079,#29AF7F
Асцит,Болезни органов пищеварения,5.14497,4.850156,#345E8D
Атаксии,Нервные болезни,-0.28295517,-10.9552355,#267F8E
Атаксия Фридрейха,Нервные болезни,-0.7998538,-11.752143,#267F8E
Ателектаз легких у новорожденных,Детские болезни,0.69463396,-4.243622,#443982
Ателектаз легкого,Болезни органов дыхания,4.6977973,-0.8994492,#208F8C
Ателостеогенез,Наследственные болезни,-4.719763,-8.294312,#29788E
Атерома,Кожные болезни,-16.153473,-2.1308143,#FDE724
Атеросклероз,Болезни сердца и сосудов,7.0186253,-6.6047406,#23888D
Атеросклероз сосудов головного мозга,Нервные болезни,-0.43256974,-11.105808,#267F8E
Атеросклеротический кардиосклероз,Болезни сердца и сосудов,8.164292,-8.327141,#23888D
Атетоз,Нервные болезни,-0.9052211,-10.789065,#267F8E
Атипическая гиперплазия эндометрия,Женские болезни,-7.59974,10.478376,#29AF7F
Атипичная пневмония,Болезни органов дыхания,5.4036064,-1.7775103,#208F8C
Атония желудка,Болезни органов пищеварения,4.8605747,5.762257,#345E8D
Атония кишечника,Болезни органов пищеварения,5.151739,4.7455587,#345E8D
Атопическая бронхиальная астма,Аллергические болезни,-9.497167,-7.223062,#3D4C89
Атопический дерматит,Аллергические болезни,-10.051281,-9.863675,#3D4C89
Атопический дерматит у детей,Аллергические болезни,-9.153291,-7.5004807,#3D4C89
Атопический хейлит,Аллергические болезни,-9.409933,-8.110899,#3D4C89
Атрезия влагалища,Женские болезни,-9.197519,9.335517,#29AF7F
Атрезия девственной плевы,Женские болезни,-10.087816,9.377996,#29AF7F
Атрезия желчных ходов,Детские болезни,-1.5034462,-2.8051994,#443982
Атрезия заднего прохода и прямой кишки,Детские болезни,-0.9428082,-3.7733676,#443982
Атрезия матки,Женские болезни,-8.287422,9.948135,#29AF7F
Атрезия пищевода,Детские болезни,-0.24187134,-3.9072926,#443982
Атрезия слухового прохода,"Болезни уха, горла, носа",-6.4155645,-2.817159,#1E9F88
Атрезия трехстворчатого клапана,Болезни сердца и сосудов,7.5634565,-7.3710985,#23888D
Атрезия хоан,"Болезни уха, горла, носа",-6.887326,-2.4661207,#1E9F88
Атриовентрикулярная блокада,Болезни сердца и сосудов,7.1321616,-7.9687643,#23888D
Атрофический (сенильный) кольпит,Женские болезни,-8.285616,11.659296,#29AF7F
Атрофический бронхит,Болезни органов дыхания,6.0487113,-2.223921,#208F8C
Атрофический гастрит,Болезни органов пищеварения,2.957374,4.904132,#345E8D
Атрофический гингивит,Болезни зубов,-16.335299,3.9247034,#22A784
Атрофия глазного яблока,Глазные болезни,-14.1405525,-3.7345026,#79D151
Атрофия зрительного нерва,Глазные болезни,-14.604717,-2.320817,#79D151
Атрофия кожи,Кожные болезни,-13.065282,-7.2838917,#FDE724
Атрофия поджелудочной железы,Болезни органов пищеварения,2.928822,6.426101,#345E8D
Атрофодермия,Кожные болезни,-12.95319,-6.5473704,#FDE724
Аутизм,Психические расстройства,-2.1307333,-18.838137,#48196B
Аутоагрессия,Психические расстройства,-2.0822346,-16.797678,#48196B
Аутоагрессия у ребенка,Детские болезни,-1.6405363,-3.2886817,#443982
Аутоиммунный гепатит,Иммунные болезни,7.9515233,1.4823115,#462F7C
Аутоиммунный лимфопролиферативный синдром,Иммунные болезни,-3.7070167,-3.2054088,#462F7C
Аутоиммунный оофорит,Женские болезни,-8.850733,9.264383,#29AF7F
Аутоиммунный полигландулярный синдром,Иммунные болезни,-5.340925,0.817842,#462F7C
Аутоиммунный тиреоидит,Иммунные болезни,-4.240058,-2.2713962,#462F7C
Афазия,Нарушения речи,5.11235,-13.108683,#BADE27
Афакия,Глазные болезни,-14.110863,-0.86128426,#79D151
Афта Беднара,Детские болезни,-2.8087964,-4.167894,#443982
Афтозный стоматит,Болезни зубов,-19.05958,4.5320234,#22A784
Аффективно-респираторный синдром у детей,Детские болезни,2.5112174,0.60231364,#443982
Аффективно-шоковые реакции,Психические расстройства,-1.5993147,-15.596302,#48196B
Афферентная моторная афазия,Нарушения речи,5.111497,-11.984174,#BADE27
Ахалазия кардии,Болезни органов пищеварения,4.153885,5.098135,#345E8D
Ахлоргидрия,Болезни органов пищеварения,4.321807,4.2301087,#345E8D
Ахондрогенез,Наследственные болезни,-3.5636053,-9.351007,#29788E
Ахондроплазия,Болезни ОДС и травмы,-8.296201,-13.806744,#2D6F8E
Ахроматопсия,Глазные болезни,-14.420037,-1.7168853,#79D151
Ацетонемический синдром,Детские болезни,0.7732507,-4.629241,#443982
Аэроотит,"Болезни уха, горла, носа",-7.9394503,-1.8133761,#1E9F88
Аэросинусит,"Болезни уха, горла, носа",-7.6956053,-1.1615589,#1E9F88
Аэрофобия,Психические расстройства,-1.6203675,-17.275219,#48196B
Базалиома,Кожные болезни,-13.335548,-7.732889,#FDE724
Базилярная импрессия,Нервные болезни,-0.5935304,-11.797275,#267F8E
Базилярная мигрень,Нервные болезни,-0.6131561,-12.231454,#267F8E
Бактериальная деструкция легких,Болезни органов дыхания,7.2743034,-1.9135308,#208F8C
Бактериальная пневмония,Болезни органов дыхания,5.9319277,-1.4325683,#208F8C
Бактериальный вагиноз,Женские болезни,-6.8196373,8.826849,#29AF7F
Бактериальный кератит,Глазные болезни,-14.741343,-1.4575217,#79D151
Баланопостит,Мужские болезни,-11.760326,3.7014637,#35B778
Баланопостит у мальчиков,Детские болезни,-2.674322,-3.4461365,#443982
Балантидиаз,Инфекционные болезни,0.3256011,0.91844845,#42BE71
Барбитуромания,Наркологические проблемы,-8.576844,-20.14566,#64CB5D
Бартолинит,Женские болезни,-8.596424,9.318427,#29AF7F
