name,categ,X,Y,color
Ветряная оспа,Инфекционные болезни,3.1579657,0.058740385,#42BE71
Вибрационная болезнь,Нервные болезни,-1.2201517,-11.82919,#267F8E
Випома,Онкологические болезни,-6.3656754,3.5443995,#404387
Вирусная пневмония,Болезни органов дыхания,5.282984,-1.0497756,#208F8C
Вирусный гепатит A,Инфекционные болезни,0.34285575,0.09320844,#42BE71
Вирусный гепатит B,Инфекционные болезни,2.0649269,-0.6093711,#42BE71
Вирусный гепатит D,Инфекционные болезни,0.8501657,0.47508633,#42BE71
Вирусный гепатит Е,Инфекционные болезни,0.19197406,2.2865078,#42BE71
Вирусный гепатит С,Инфекционные болезни,1.2628736,-0.17096318,#42BE71
Вирусный кератит,Глазные болезни,-12.917858,-0.8680091,#79D151
Вирусный менингит,Нервные болезни,-0.49510193,-11.390515,#267F8E
Вирусный энтерит,Инфекционные болезни,2.397597,-0.21216272,#42BE71
Вирусный энцефалит,Нервные болезни,-1.3465488,-13.089191,#267F8E
Височная эпилепсия,Нервные болезни,-1.2694864,-9.116987,#267F8E
Витилиго,Кожные болезни,-12.584846,-6.103797,#FDE724
ВИЧ-деменция,Психические расстройства,-2.6571507,-16.913519,#48196B
ВИЧ-инфекция,Иммунные болезни,-4.5013714,1.6465602,#462F7C
ВИЧ-инфекция полости рта,Иммунные болезни,-2.331713,-0.7334908,#462F7C
ВИЧ-инфекция у детей,Детские болезни,0.28351676,-3.8354912,#443982
Влажная гангрена,Болезни ОДС и травмы,-8.736134,-14.623254,#2D6F8E
Внезапная экзантема,Детские болезни,1.2881608,-0.8200377,#443982
Внематочная беременность,Женские болезни,-10.079131,10.687759,#29AF7F
Внеорганные забрюшинные опухоли,Онкологические болезни,-6.3697977,3.044004,#404387
Внутреннее кровотечение,Болезни ОДС и травмы,-5.3897505,-10.747572,#2D6F8E
Внутренний геморрой,Болезни толстого кишечника,0.89947534,8.903018,#D2E11B
Внутрибольничная пневмония,Болезни органов дыхания,4.9640336,0.4979837,#208F8C
Внутрибольничные инфекции,Инфекционные болезни,1.0281355,0.91061556,#42BE71
Внутриматочная перегородка,Женские болезни,-8.998173,10.265739,#29AF7F
Внутриматочные синехии. Синдром Ашермана,Женские болезни,-9.335875,10.176201,#29AF7F
Внутримозговая гематома,Нервные болезни,-1.1748145,-11.917651,#267F8E
Внутримозговые опухоли полушарий мозга,Нервные болезни,-0.302042,-13.595627,#267F8E
Внутрипротоковая папиллома молочной железы,Онкологические болезни,-8.328241,4.656317,#404387
Внутрисуставной перелом,Болезни ОДС и травмы,-9.051432,-15.722889,#2D6F8E
Внутриутробная пневмония,Детские болезни,0.7844392,-5.0357323,#443982
Внутриутробные инфекции,Детские болезни,-1.2215443,2.8462734,#443982
Внутричерепная гипертензия,Нервные болезни,2.3364525,-13.264844,#267F8E
Внутричерепная родовая травма,Детские болезни,-1.4674803,-2.7629523,#443982
Водяная мозоль,Кожные болезни,-12.3256,-8.989028,#FDE724
Водянка беременных,Женские болезни,-10.9881,12.979954,#29AF7F
Водянка желчного пузыря,Болезни органов пищеварения,4.378131,6.576812,#345E8D
Водянка плода,Детские болезни,-3.3263113,1.2655262,#443982
Водянка яичка (гидроцеле),Мужские болезни,-10.643457,4.855349,#35B778
Водянка яичка у мальчика,Детские болезни,-1.5416784,-4.505748,#443982
Возбудимая психопатия,Психические расстройства,-1.9059289,-17.95358,#48196B
Возвратный тиф,Инфекционные болезни,1.2744725,0.512677,#42BE71
Волосатая лейкоплакия,Иммунные болезни,-1.8248327,2.046668,#462F7C
Волосатый полип глотки,"Болезни уха, горла, носа",-8.029696,-1.9427614,#1E9F88
Волчья пасть,Эстетические проблемы,-18.466043,-8.2743845,#A5DA35
Воронкообразная грудная клетка,Болезни ОДС и травмы,-6.2765713,-13.779443,#2D6F8E
Ворсинчатая опухоль толстой кишки,Онкологические болезни,-5.9816666,6.59749,#404387
Воспаление придатков,Женские болезни,-10.881958,10.731272,#29AF7F
Воспаление соска,Болезни молочных желез,-15.706091,6.392517,#460C5F
Воспалительная миопатия,Нервные болезни,0.16245843,-12.919933,#267F8E
Воспалительная полиневропатия,Нервные болезни,-1.3686972,-12.146201,#267F8E
Врожденная аплазия кожи,Детские болезни,-3.0216799,-4.323118,#443982
Врожденная генерализованная липодистрофия,Наследственные болезни,-3.0456278,-7.9855456,#29788E
Врожденная герпетическая инфекция,Детские болезни,-1.9172616,-3.590389,#443982
Врожденная гиперплазия надпочечников,Детские болезни,-0.089540474,-4.3128653,#443982
Врожденная глаукома,Глазные болезни,-13.405434,-0.7576809,#79D151
Врожденная ихтиозиформная эритродермия Брока,Кожные болезни,-12.097633,-6.6108494,#FDE724
Врожденная катаракта,Детские болезни,-0.5739486,-5.0981274,#443982
Врожденная косорукость,Болезни ОДС и травмы,-6.7499046,-23.130053,#2D6F8E
Врожденная краснуха,Детские болезни,-4.700207,-2.2366855,#443982
Врожденная миопатия,Нервные болезни,-1.7829587,-10.63661,#267F8E
Врожденная мышечная кривошея,Болезни ОДС и травмы,-7.4120836,-14.254723,#2D6F8E
Врожденная парамиотония,Нервные болезни,0.59776556,-11.369817,#267F8E
Врожденная пахионихия,Наследственные болезни,-14.53046,-8.906727,#29788E
Врожденная сенсорная нейропатия с ангидрозом,Наследственные болезни,-5.1130757,-9.742641,#29788E
Врожденная цитомегалия,Детские болезни,-2.1778262,-3.784423,#443982
Врожденные ампутации,Детские болезни,-2.55765,-8.024688,#443982
Врожденные аномалии верхних конечностей,Болезни ОДС и травмы,-7.3895063,-12.881504,#2D6F8E
Врожденные аномалии мочеточника,Детские болезни,-0.81969476,-4.099287,#443982
Врожденные аномалии нижних конечностей,Болезни ОДС и травмы,-9.843938,-13.064058,#2D6F8E
Врожденные аномалии носа,Детские болезни,-0.9305593,-4.4906225,#443982
Врожденные гепатиты у детей ,Детские болезни,0.49134302,-4.7333465,#443982
Врожденные нейтропении,Детские болезни,-0.5874357,-3.2202353,#443982
Врожденные пороки сердца,Болезни сердца и сосудов,6.829569,-7.1727424,#23888D
Врожденный вывих бедра,Болезни ОДС и травмы,-7.58914,-13.325712,#2D6F8E
Врожденный гипотиреоз,Детские болезни,-1.3002663,-3.5076652,#443982
Врожденный дискератоз ,Детские болезни,-0.34745163,-4.1548815,#443982
Врожденный ихтиоз,Детские болезни,-4.2289934,-3.156103,#443982
Врожденный листериоз ,Детские болезни,-0.6357317,-4.088621,#443982
Врожденный пилоростеноз,Детские болезни,-0.5277536,-5.2455482,#443982
Врожденный семейный остеопетроз,Наследственные болезни,-4.7117977,-8.93487,#29788E
Врожденный сифилис,Венерические болезни,-9.189413,1.5076305,#1E988A
Врожденный стридор,"Болезни уха, горла, носа",-7.404106,-2.5979486,#1E9F88
Врожденный токсоплазмоз,Детские болезни,-1.8857658,-4.355891,#443982
Врожденный туберкулез,Детские болезни,-0.7010865,-4.6035075,#443982
Врожденный фиброз печени ,Детские болезни,-1.1741531,-3.1165686,#443982
Вросший волос,Косметические проблемы,-16.454174,-11.58965,#482374
Вросший ноготь,Кожные болезни,-13.379232,-5.947104,#FDE724
Вторичная аменорея,Женские болезни,-8.505283,9.9091015,#29AF7F
Вторичная глаукома,Глазные болезни,-15.5536175,-2.061508,#79D151
Вторичная кардиомиопатия,Болезни сердца и сосудов,6.350593,-5.694187,#23888D
Вторичная катаракта,Глазные болезни,-13.3442335,-1.7022712,#79D151
Вторичные иммунодефициты ,Иммунные болезни,-5.01462,7.069648,#462F7C
Вторичный билиарный цирроз печени,Болезни органов пищеварения,3.2925508,4.805068,#345E8D
Вторичный паркинсонизм,Нервные болезни,-1.0767405,-12.283622,#267F8E
Вторичный сифилис,Венерические болезни,-13.942021,3.7112944,#1E988A
Второй подбородок,Эстетические проблемы,-24.725437,-11.317379,#A5DA35
Втянутые соски,Эстетические проблемы,-20.340017,-9.5705185,#A5DA35
Вуайеризм,Психические расстройства,-1.3748362,-18.7983,#48196B
Вульварный варикоз,Женские болезни,-8.472597,10.223764,#29AF7F
Вульварный вестибулит,Женские болезни,-9.593721,10.635668,#29AF7F
Вульвит,Женские болезни,-8.009717,10.624409,#29AF7F
Вульвит у девочек,Детские болезни,0.36271012,-4.5722966,#443982
Вульвовагинит,Женские болезни,-8.382108,10.17605,#29AF7F
Вульводиния,Женские болезни,-8.844009,11.014973,#29AF7F
Вульгарная пузырчатка,Кожные болезни,-13.258319,-6.812091,#FDE724
Вульгарная эктима,Кожные болезни,-13.729258,-7.7499337,#FDE724
Вульгарное импетиго,Кожные болезни,-12.633579,-7.781394,#FDE724
Вульгарный ихтиоз,Кожные болезни,-14.372885,-6.3428826,#FDE724
Выбухающая дерматофибросаркома,Кожные болезни,-13.912056,-3.5591266,#FDE724
Вывих,Болезни ОДС и травмы,-7.858595,-13.743919,#2D6F8E
Вывих бедра,Болезни ОДС и травмы,-9.649128,-14.137886,#2D6F8E
Вывих голеностопного сустава,Болезни ОДС и травмы,-7.796154,-14.617542,#2D6F8E
Вывих зуба,Болезни зубов,-14.551216,3.2300293,#22A784
Вывих ключицы,Болезни ОДС и травмы,-8.506687,-14.274237,#2D6F8E
Вывих коленного сустава,Болезни ОДС и травмы,-7.257145,-13.449408,#2D6F8E
Вывих надколенника,Болезни ОДС и травмы,-7.967135,-17.546074,#2D6F8E
Вывих нижней челюсти,Болезни зубов,-15.75536,1.8023591,#22A784
Вывих пальца,Болезни ОДС и травмы,-7.444946,-13.192106,#2D6F8E
Вывих плеча,Болезни ОДС и травмы,-8.467292,-13.87375,#2D6F8E
Вывих предплечья,Болезни ОДС и травмы,-5.7310743,-12.970823,#2D6F8E
Вывих стопы,Болезни ОДС и травмы,-7.533746,-13.552976,#2D6F8E
Вывих хрусталика,Глазные болезни,-17.248808,-2.0609605,#79D151
Вывихи кисти,Болезни ОДС и травмы,-8.830017,-13.710291,#2D6F8E
Выворот нижнего века,Глазные болезни,-15.041704,-2.562786,#79D151
Вызывающее оппозиционное расстройство,Детские болезни,-1.44379,-4.2503853,#443982
Выпадение волос,Болезни волос,-20.968122,-1.9530146,#8DD644
Выпадение геморроидальных узлов,Болезни толстого кишечника,2.3454688,9.652885,#D2E11B
Выпадение матки и влагалища,Женские болезни,-8.780357,10.381517,#29AF7F
Выпадение прямой кишки,Болезни толстого кишечника,1.1126838,8.486345,#D2E11B
Выпадение прямой кишки у детей,Детские болезни,-1.8079236,-0.7776982,#443982
Выпадение слизистой уретры,Урологические болезни,-4.234109,10.66928,#E7E419
Газовая гангрена,Болезни ОДС и травмы,-8.47332,-11.668673,#2D6F8E
Гайморит,"Болезни уха, горла, носа",-7.702273,-1.9926722,#1E9F88
Галактоземия,Детские болезни,-0.85207963,-2.6417491,#443982
Галактофорит,Болезни молочных желез,-16.033792,4.985364,#460C5F
Галактоцеле,Болезни молочных желез,-16.211508,6.1409893,#460C5F
Гальваноз,Болезни зубов,-19.260359,0.28023124,#22A784
Гамартома легкого,Онкологические болезни,-6.040758,3.0119646,#404387
Ганглионеврит,Нервные болезни,0.06388522,-10.221939,#267F8E
Ганглионеврома,Нервные болезни,-3.4856236,-6.323371,#267F8E
Ганглионейробластома,Нервные болезни,-2.1842933,-11.319333,#267F8E
Ганглионит крылонебного узла,Нервные болезни,-0.97504497,-11.838207,#267F8E
Гангрена,Болезни ОДС и травмы,-8.226517,-12.906936,#2D6F8E
Гангрена легкого,Болезни органов дыхания,5.3063354,-0.016217044,#208F8C
Гангренозная пиодермия ,Кожные болезни,-15.792874,-9.837916,#FDE724
Гангренозный пульпит,Болезни зубов,-18.046377,3.2058256,#22A784
Гарднереллез,Женские болезни,-9.221811,8.793707,#29AF7F
Гастринома,Онкологические болезни,-8.131901,3.0706198,#404387
Гастрит,Болезни органов пищеварения,1.5818019,3.892687,#345E8D
Гастрит с повышенной кислотностью,Болезни органов пищеварения,4.6556034,5.1697702,#345E8D
Гастрит с пониженной кислотностью,Болезни органов пищеварения,4.18959,4.644367,#345E8D
Гастрит у детей,Детские болезни,1.4723654,-4.5201406,#443982
Гастродуоденит,Болезни органов пищеварения,4.007181,4.8225393,#345E8D
Гастродуоденит у детей,Детские болезни,-2.7020094,-3.426223,#443982
Гастроинтестинальные стромальные опухоли,Онкологические болезни,-8.922776,4.430151,#404387
Гастрокардиальный синдром,Болезни органов пищеварения,5.3369617,5.490278,#345E8D
Гастропарез,Болезни органов пищеварения,5.4537044,4.4442554,#345E8D
Гастроптоз,Болезни органов пищеварения,4.109251,4.4352894,#345E8D
Гастрошизис ,Детские болезни,-0.9649704,-4.6208935,#443982
Гастроэзофагеальная рефлюксная болезнь,Болезни органов пищеварения,4.724984,4.136528,#345E8D
Гастроэнтерит,Болезни органов пищеварения,3.3125894,4.4696264,#345E8D
Гашишная наркомания,Наркологические проблемы,-8.698089,-22.934256,#64CB5D
Гебефренический синдром,Психические расстройства,-1.0313766,-16.362093,#48196B
Гелеофизическая дисплазия,Наследственные болезни,-4.851715,-8.317673,#29788E
Гельминтозы,Инфекционные болезни,-3.0775318,1.4140097,#42BE71
Гельминтозы у детей,Детские болезни,-1.8156065,-2.7423637,#443982
Гемангиобластома,Нервные болезни,-0.68107796,-12.235997,#267F8E
Гемангиома глаза,Глазные болезни,-13.44781,-1.277961,#79D151
Гемангиома легких,Болезни органов дыхания,3.2910125,1.9102991,#208F8C
Гемангиома печени,Онкологические болезни,-5.5825386,3.2169883,#404387
Гемангиома позвоночника,Онкологические болезни,-7.0009856,2.8247962,#404387
Гемангиома у детей,Детские болезни,-0.9105876,-4.0970087,#443982
Гемартроз,Болезни ОДС и травмы,-8.994383,-12.454132,#2D6F8E
Гематогенный остеомиелит,Болезни ОДС и травмы,-7.9468565,-13.682759,#2D6F8E
Гематома,Болезни ОДС и травмы,-6.71092,-14.740749,#2D6F8E
Гематома носовой перегородки,"Болезни уха, горла, носа",-8.965763,-1.990958,#1E9F88
Гематометра,Женские болезни,-8.729051,10.571945,#29AF7F
Гематомиелия,Нервные болезни,-1.1445005,-11.688614,#267F8E
Гемералопия,Глазные болезни,-14.01564,-0.9423928,#79D151
Гемианопсия,Глазные болезни,-13.639961,-2.4134095,#79D151
Гемибаллизм,Нервные болезни,-3.2952924,-13.33094,#267F8E
Гемифациальный спазм,Нервные болезни,-0.12808846,-11.932155,#267F8E
Гемобластозы,Онкологические болезни,-5.928773,4.1230917,#404387
Гемоглобинурия,Болезни крови,-0.72848314,-0.17650436,#440154
Гемолитико-уремический синдром,Детские болезни,0.1421441,-5.0304117,#443982
Гемолитическая анемия,Болезни крови,-3.7909572,0.86744606,#440154
Гемолитическая болезнь плода,Женские болезни,-9.175259,10.525368,#29AF7F
Гемоперикард,Болезни сердца и сосудов,7.6699495,-7.0799265,#23888D
Гемоперитонеум,Болезни органов пищеварения,4.044278,5.673752,#345E8D
Гемопневмоторакс,Болезни органов дыхания,7.844965,-2.0818098,#208F8C
Геморрагическая болезнь новорожденных,Детские болезни,0.12952311,-4.6045694,#443982
Геморрагическая лихорадка Марбург,Инфекционные болезни,1.0460615,0.07915831,#42BE71
Геморрагическая лихорадка с почечным синдромом,Инфекционные болезни,-0.36224043,-0.17700015,#42BE71
Геморрагическая пневмония,Болезни органов дыхания,4.7330046,-0.972804,#208F8C
Геморрагические диатезы,Болезни крови,-5.5566273,-4.4338923,#440154
Геморрагические лихорадки,Инфекционные болезни,0.042592533,0.8644743,#42BE71
Геморрагический васкулит,Ревматические болезни,-5.7304845,-7.454154,#30678D
Геморрагический гастрит,Болезни органов пищеварения,4.20958,5.57673,#345E8D
Геморрагический инсульт,Нервные болезни,-1.2279363,-12.601912,#267F8E
Геморрагический панкреатит,Болезни органов пищеварения,1.7148366,4.9736576,#345E8D
Геморроидальное кровотечение,Болезни толстого кишечника,0.70987916,8.002181,#D2E11B
Геморрой,Болезни толстого кишечника,2.2231393,9.283453,#D2E11B
Гемосидероз,Ревматические болезни,-3.0359294,-1.1484118,#30678D
Гемосидероз легких,Иммунные болезни,1.9262794,0.7879354,#462F7C
Гемоторакс,Болезни органов дыхания,6.600133,-0.9700006,#208F8C
Гемофагоцитарный лимфогистиоцитоз,Иммунные болезни,-3.146415,-4.0647545,#462F7C
Гемофилия,Детские болезни,0.15668418,-4.4412622,#443982
Гемофтальм,Глазные болезни,-14.74312,-1.3969796,#79D151
Гемохромaтоз печени,Болезни органов пищеварения,4.3968325,5.3593526,#345E8D
Гемохроматоз,Ревматические болезни,-3.7505946,-6.954219,#30678D
Гемохроматоз сердца,Болезни сердца и сосудов,6.3587337,-6.6722536,#23888D
Генерализованная эпилепсия,Нервные болезни,-0.6430428,-12.358795,#267F8E
Генерализованное тревожное расстройство,Психические расстройства,-1.3419812,-18.062166,#48196B
Генерализованный пародонтит,Болезни зубов,-17.543093,4.759935,#22A784
Генерализованный пустулезный псориаз,Кожные болезни,-14.061801,-7.34562,#FDE724
Генитальная аллергия,Аллергические болезни,-9.232768,-7.1676292,#3D4C89
Генитальный герпес ,Венерические болезни,-13.649032,9.0313,#1E988A
Генитальный герпес у женщин,Женские болезни,-10.1909895,10.33074,#29AF7F
Генитальный туберкулез,Женские болезни,-7.7411966,10.438391,#29AF7F
Гепатит,Болезни органов пищеварения,1.931619,4.5179815,#345E8D
Гепатит В у детей,Детские болезни,-1.0509087,-3.9410098,#443982
Гепатит С у детей,Детские болезни,1.141748,-4.275174,#443982
Гепатобластома,Онкологические болезни,-6.9113007,2.6934884,#404387
Гепатозы,Болезни органов пищеварения,4.434245,3.7429376,#345E8D
Гепатомегалия,Болезни органов пищеварения,4.969884,4.4955764,#345E8D
Гепатоптоз,Болезни органов пищеварения,3.0735579,5.192518,#345E8D
Гепаторенальный синдром,Болезни органов пищеварения,4.2321153,6.013459,#345E8D
Гепатоспленомегалия,Болезни органов пищеварения,2.5399034,2.79061,#345E8D
Гепатоцеллюлярная карцинома,Онкологические болезни,-6.876011,3.2976158,#404387
Герминогенные опухоли,Онкологические болезни,-7.155302,3.8065276,#404387
Герминома головного мозга,Нервные болезни,-0.18950056,-10.585201,#267F8E
Героиномания,Наркологические проблемы,-7.067657,-20.485031,#64CB5D
Герпес опоясывающий,Кожные болезни,0.98428607,2.0478833,#FDE724
Герпес простой,Кожные болезни,-2.766833,0.84121823,#FDE724
Герпетиформная экзема Капоши,Детские болезни,-1.7189314,1.4541985,#443982
Герпетиформное импетиго,Кожные болезни,-14.749873,-6.9332304,#FDE724
Герпетиформный дерматит Дюринга,Иммунные болезни,-14.920679,-7.0127277,#462F7C
Герпетическая ангина у детей,Детские болезни,0.14347567,-6.2813387,#443982
Герпетическая инфекция,Инфекционные болезни,0.6994488,1.9459026,#42BE71
Герпетический стоматит у детей,Детские болезни,-1.5380564,-4.072628,#443982
Гестационный диабет ,Женские болезни,-8.606452,10.493404,#29AF7F
Гестоз,Женские болезни,-8.402039,9.890537,#29AF7F
Гибернома,Кожные болезни,-13.098116,-5.3207493,#FDE724
Гигантизм,Эндокринные болезни,-0.5866852,3.9659123,#53C567
Гигантская кондилома Бушке-Левенштейна,Венерические болезни,-11.784443,6.793115,#1E988A
Гигантский пигментный невус,Кожные болезни,-13.308882,-6.2664175,#FDE724
Гигрома,Болезни ОДС и травмы,-8.595528,-13.983742,#2D6F8E
Гидраденит,Кожные болезни,-13.813654,-7.5547066,#FDE724
Гидроксиапатитная артропатия,Ревматические болезни,-10.455032,-10.032409,#30678D
Гидронефроз,Урологические болезни,-3.2204905,7.2337775,#E7E419
Гидропексический синдром,Эндокринные болезни,-13.341386,4.210511,#53C567
Гидросальпинкс,Женские болезни,-9.578112,10.7033825,#29AF7F
Гидроцефалия,Нервные болезни,-3.2441418,-11.741224,#267F8E
Гидроцефалия у детей,Детские болезни,0.19446827,-6.0145936,#443982
Гименолепидоз,Инфекционные болезни,1.1548967,-0.5538153,#42BE71
Гингивит,Болезни зубов,-16.667753,2.339625,#22A784
Гингивит у детей,Детские болезни,-3.299243,-2.537894,#443982
Гинекомастия,Эндокринные болезни,-9.568666,-0.04129409,#53C567
Гиперактивный ребенок,Детские болезни,-0.4187414,-5.161766,#443982
Гиперальдостеронизм,Эндокринные болезни,-5.631748,5.492158,#53C567
Гиперандрогения у женщин,Женские болезни,-8.66694,10.067394,#29AF7F
Гиперантефлексия матки,Женские болезни,-10.504202,10.294797,#29AF7F
Гипервентиляционный синдром,Нервные болезни,-1.1753824,-11.252511,#267F8E
Гипервитаминоз D,Детские болезни,0.11347262,-4.7464023,#443982
Гипергидроз. Повышенная потливость.,Косметические проблемы,-16.733856,-13.659807,#482374
Гиперестезия зубов,Болезни зубов,-19.41538,5.120744,#22A784
Гиперинсулинизм,Эндокринные болезни,-4.1157837,1.9466833,#53C567
Гиперкератоз стоп,Косметические проблемы,-16.213663,-12.601325,#482374
Гиперкератозы,Кожные болезни,-14.58186,-8.217783,#FDE724
Гиперкинезы,Нервные болезни,0.04631663,-9.184679,#267F8E
Гиперкинезы у детей,Детские болезни,-1.1853018,-4.660241,#443982
Гипернефрома,Онкологические болезни,-8.302179,4.5931406,#404387
Гиперопека,Детские болезни,-0.022619655,-4.730018,#443982
Гиперостоз,Болезни ОДС и травмы,-8.277908,-13.469248,#2D6F8E
Гиперпаратиреоз,Эндокринные болезни,-9.811173,2.1614344,#53C567
Гиперпигментация,Косметические проблемы,-16.541994,-11.54807,#482374
Гиперплазия плаценты,Женские болезни,-9.41004,10.298515,#29AF7F
Гиперпластический гастрит,Болезни органов пищеварения,4.448886,5.3170543,#345E8D
Гиперполименорея,Женские болезни,-8.398188,10.46849,#29AF7F
Гиперпролактинемический гипогонадизм,Эндокринные болезни,-3.1813233,4.1802015,#53C567
Гиперсомния,Нервные болезни,0.30225348,-12.470661,#267F8E
Гипертензивная нефропатия,Урологические болезни,-4.495785,8.659818,#E7E419
Гипертензивный церебральный криз,Нервные болезни,-0.048770897,-10.309029,#267F8E
Гипертермический синдром у детей,Детские болезни,-0.26481503,-4.178422,#443982
Гипертиреоз,Эндокринные болезни,-8.602015,2.5268335,#53C567
Гипертоническая болезнь,Болезни сердца и сосудов,7.2035465,-6.9267125,#23888D
Гипертоническая дискинезия желчевыводящих путей,Болезни органов пищеварения,4.1058006,4.9010468,#345E8D
Гипертонический криз,Болезни сердца и сосудов,6.8453126,-7.4015064,#23888D
Гипертонус матки,Женские болезни,-10.101558,10.831429,#29AF7F
Гипертрихоз,Болезни волос,-22.083658,-5.5429025,#8DD644
Гипертрофическая кардиомиопатия,Болезни сердца и сосудов,6.6806865,-6.9218845,#23888D
Гипертрофическая легочная остеоартропатия,Ревматические болезни,-4.2570786,-4.7713456,#30678D
Гипертрофический гингивит,Болезни зубов,-19.084797,5.7456584,#22A784
Гипертрофический ринит,"Болезни уха, горла, носа",-10.953964,5.0093703,#1E9F88
Гипертрофия малых половых губ,Эстетические проблемы,-18.87257,-8.202284,#A5DA35
Гипертрофия нёбных миндалин,"Болезни уха, горла, носа",-7.387677,-2.6839862,#1E9F88
Гипертрофия шейки матки,Женские болезни,-9.794124,10.272533,#29AF7F
Гиперцементоз,Болезни зубов,-18.647943,2.7787788,#22A784
Гипоальдостеронизм,Эндокринные болезни,-11.003143,1.3680861,#53C567
Гиповитаминоз,Болезни органов пищеварения,4.2202473,4.397126,#345E8D
Гиповолемический шок,Болезни ОДС и травмы,-10.841016,-14.221545,#2D6F8E
Гипогалактия,Болезни молочных желез,-15.403927,2.8234837,#460C5F
Гипогонадизм,Эндокринные болезни,-8.148551,5.300403,#53C567
Гипокалиемический периодический паралич,Наследственные болезни,-5.0443935,-10.463738,#29788E
Гипоксия плода,Женские болезни,-9.503811,11.32548,#29AF7F
Гипомеланоз ,Кожные болезни,-13.717173,-7.6700435,#FDE724
Гипоменорея. Скудные месячные,Женские болезни,-9.36987,10.200232,#29AF7F
Гипоменструальный синдром,Женские болезни,-7.7771983,10.211363,#29AF7F
Гипопаратиреоз,Эндокринные болезни,-8.361216,-1.8537748,#53C567
Гипоплазия зрительного нерва,Глазные болезни,-15.781471,-3.908919,#79D151
Гипоплазия легких,Болезни органов дыхания,7.419752,-0.8762281,#208F8C
Гипоплазия матки,Женские болезни,-8.925832,10.255392,#29AF7F
Гипоплазия эмали,Болезни зубов,-17.060686,2.167847,#22A784
Гипоплазия яичек,Мужские болезни,-10.805424,4.6459208,#35B778
Гипоплазия яичников,Женские болезни,-8.258871,11.811434,#29AF7F
Гипопластическая дисплазия почек,Наследственные болезни,-3.5831263,-3.0302887,#29788E
Гипоспадия,Детские болезни,-3.1218827,-3.4356463,#443982
Гипоталамический синдром,Эндокринные болезни,-7.900058,-4.8882847,#53C567
Гипотермия новорожденного,Детские болезни,0.77662534,-4.346277,#443982
Гипотиреоз,Эндокринные болезни,-4.1875906,4.3585315,#53C567
Гипотиреоз у детей,Детские болезни,0.50872797,-5.480913,#443982
Гипотоническая дискинезия желчевыводящих путей,Болезни органов пищеварения,3.5015042,4.404197,#345E8D
Гипотрофия у детей,Детские болезни,-1.4415275,-4.204885,#443982
Гипофизарный нанизм,Эндокринные болезни,-5.526028,3.9959695,#53C567
Гипохондроплазия,Наследственные болезни,-3.939755,-13.237621,#29788E
Гирсутизм,Эндокринные болезни,-5.2089186,3.6508195,#53C567
Гистоплазмоз,Инфекционные болезни,1.7008159,0.096157975,#42BE71
Гифема,Глазные болезни,-13.681717,-1.7494562,#79D151
Глазная мигрень,Глазные болезни,-13.871992,-0.8471682,#79D151
Глазные проявления ВИЧ,Глазные болезни,-15.156218,-1.6747139,#79D151
Гландулярный хейлит,Болезни зубов,-19.55062,0.57528186,#22A784
Глаукома,Глазные болезни,-14.250548,-1.8148279,#79D151
Глиома головного мозга,Нервные болезни,-0.6685381,-11.838173,#267F8E
Глиома зрительного нерва,Нервные болезни,-1.5611467,-11.575555,#267F8E
Глиома хиазмы,Нервные болезни,-5.118895,-6.885214,#267F8E
Гломерулонефрит,Урологические болезни,-3.3715196,8.021601,#E7E419
Гломерулонефрит у детей,Детские болезни,-0.6047874,-3.6654887,#443982
Гломеруоцитоз почек гипопластического типа,Наследственные болезни,-4.3699083,-4.7065163,#29788E
Глоссалгия,Болезни зубов,-16.852255,3.7585452,#22A784
Глоссит,Болезни зубов,-19.594349,5.0852036,#22A784
Глубокая пиодермия,Кожные болезни,-12.43292,-7.3130727,#FDE724
Глубокий кариес,Болезни зубов,-19.288902,3.399246,#22A784
Глубокий прикус,Болезни зубов,-19.330221,4.3855433,#22A784
Глухонемота,"Болезни уха, горла, носа",-1.5707545,-5.336665,#1E9F88
Глюкагонома,Онкологические болезни,-1.3211774,5.038948,#404387
Гнатодиафизарная дисплазия,Наследственные болезни,-4.5582037,-8.84491,#29788E
Гнойные раны,Болезни ОДС и травмы,-8.436184,-13.396188,#2D6F8E
Гнойный аппендицит,Болезни органов пищеварения,3.9326468,4.584928,#345E8D
Гнойный артрит,Болезни ОДС и травмы,-8.387531,-13.382636,#2D6F8E
Гнойный бронхит,Болезни органов дыхания,6.6879544,-1.1062951,#208F8C
Гнойный мастит,Болезни молочных желез,-15.90464,2.5249565,#460C5F
Гнойный менингит,Нервные болезни,-1.0105536,-12.029277,#267F8E
Гнойный панкреатит,Болезни органов пищеварения,4.2421246,5.7684436,#345E8D
Гнойный перикардит,Болезни сердца и сосудов,6.4360247,-6.8415136,#23888D
Гнойный периодонтит,Болезни зубов,-16.51808,4.1033506,#22A784
Гнойный периостит,Болезни ОДС и травмы,-7.474284,-12.980849,#2D6F8E
Гнойный перитонит,Болезни органов пищеварения,4.5351,4.5244308,#345E8D
Гнойный холангит,Болезни органов пищеварения,5.797367,3.9318845,#345E8D
Гнойный холецистит,Болезни органов пищеварения,4.7763777,6.2642403,#345E8D
Головная боль напряжения,Нервные болезни,-2.8571827,-9.344479,#267F8E
Головное предлежание плода,Женские болезни,-8.37042,10.103392,#29AF7F
