name,categ,X,Y,Z,color
Hallux valgus,Болезни ОДС и травмы,-5.0771327,-5.7574677,-0.8271549,#443982
HELLP-синдром,Женские болезни,3.6815686,-12.854797,-3.7084153,#460C5F
Абдоминальная мигрень,Нервные болезни,0.273175,-3.3644793,6.7665105,#BADE27
Абиотрофия сетчатки,Глазные болезни,6.1428175,-2.5107286,5.7231584,#462F7C
Абсанс,Нервные болезни,-1.4278163,-1.204047,6.8594656,#BADE27
Абсцедирующая пневмония,Болезни органов дыхания,-3.3479643,-10.056408,3.3647363,#29788E
Абсцесс брюшной полости,Болезни органов пищеварения,1.313072,-13.90102,-0.48175347,#267F8E
Абсцесс головного мозга,Нервные болезни,-0.10369944,-0.3112846,8.234449,#BADE27
Абсцесс дугласова пространства,Болезни органов пищеварения,3.421012,-13.1435175,0.6029496,#267F8E
Абсцесс кишечника,Болезни органов пищеварения,2.2310002,-13.2276745,1.0604419,#267F8E
Абсцесс кожи,Кожные болезни,10.826149,-8.582773,7.1547356,#30678D
Абсцесс легкого,Болезни органов дыхания,-2.725826,-10.149349,1.9829502,#29788E
Абсцесс молочной железы,Болезни молочных желез,4.1746025,-8.846785,-3.1071649,#E7E419
Абсцесс мошонки,Мужские болезни,8.194758,-16.52516,-3.040623,#42BE71
Абсцесс мягких тканей,Болезни ОДС и травмы,-3.1337764,-5.7228823,1.4853497,#443982
Абсцесс носовой перегородки,"Болезни уха, горла, носа",1.9516928,-4.3649683,0.15780301,#FDE724
Абсцесс околочелюстной,Болезни зубов,6.939956,-9.357399,0.08585764,#2D6F8E
Абсцесс печени,Болезни органов пищеварения,2.2387185,-13.4693165,-0.022402754,#267F8E
Абсцесс поджелудочной железы,Болезни органов пищеварения,2.6008346,-12.735443,-0.6682006,#267F8E
Абсцесс полости рта,Болезни зубов,7.22865,-8.933449,-0.054591887,#2D6F8E
Абсцесс предстательной железы,Мужские болезни,6.7692957,-15.944038,-3.3398347,#42BE71
Абсцесс селезенки,Болезни органов пищеварения,1.3111312,-13.847784,1.3927008,#267F8E
Абсцесс слюнной железы,Болезни зубов,7.693924,-8.741545,-0.2124996,#2D6F8E
Абсцесс языкa,Болезни зубов,7.118622,-11.031258,-1.5299523,#2D6F8E
Абузусная головная боль,Нервные болезни,-6.635352,-2.665313,4.07744,#BADE27
Абулия,Психические расстройства,-4.065015,-4.109366,6.6888857,#29AF7F
Агалактия,Болезни молочных желез,3.9642694,-7.636192,-3.0315225,#E7E419
Агаммаглобулинемия,Аллергические болезни,1.089545,-6.1325917,5.623043,#345E8D
Агнозия,Нервные болезни,0.1724713,-1.1067891,6.7182364,#BADE27
Агорафобия,Психические расстройства,-4.371506,-3.5555017,9.432648,#29AF7F
Агранулоцитарная ангина,"Болезни уха, горла, носа",1.6173587,-7.52877,0.5500374,#FDE724
Агранулоцитоз,Болезни крови,2.0119853,-10.376417,1.8504283,#482374
Агрессивное поведение детей,Детские болезни,0.59154844,-5.378758,5.7460985,#64CB5D
Адгезивный средний отит,"Болезни уха, горла, носа",3.107754,-5.548611,-0.5637931,#FDE724
Аденовирусная инфекция,Инфекционные болезни,5.2006264,-10.075548,4.716893,#440154
Аденовирусный конъюнктивит,Глазные болезни,7.048957,-2.6033251,5.334294,#462F7C
Аденоз молочной железы,Болезни молочных желез,4.2824664,-8.618411,-3.7920065,#E7E419
Аденоидит,"Болезни уха, горла, носа",0.6857767,-6.35661,-0.5843662,#FDE724
Аденоидит у детей,Детские болезни,2.04259,-4.9350405,5.106832,#64CB5D
Аденоиды,"Болезни уха, горла, носа",0.4296596,-5.2779913,1.4279044,#FDE724
Аденоиды у детей,Детские болезни,1.318023,-5.748777,5.039627,#64CB5D
Аденокарцинома желудка,Онкологические болезни,-2.0239313,-11.296724,-4.5060196,#D2E11B
Аденокарцинома легкого,Онкологические болезни,-2.7645562,-13.042566,-5.5847006,#D2E11B
Аденокарцинома матки,Женские болезни,4.932559,-13.335896,-5.766081,#460C5F
Аденокарцинома почки,Онкологические болезни,-1.7383342,-11.663585,-4.817297,#D2E11B
Аденокарцинома толстой кишки,Онкологические болезни,-3.0181806,-11.70335,-4.4129086,#D2E11B
Аденома бронха,Онкологические болезни,-2.9560058,-11.021645,-4.310065,#D2E11B
Аденома гипофиза,Нервные болезни,-0.7213907,-5.084629,0.25615156,#BADE27
Аденома молочной железы,Онкологические болезни,-2.5536537,-11.759529,-5.3831706,#D2E11B
Аденома паращитовидных желез,Онкологические болезни,-2.7007492,-9.836483,-4.558258,#D2E11B
Аденома предстательной железы,Онкологические болезни,-2.5159829,-11.620993,-4.573265,#D2E11B
Аденома щитовидной железы,Онкологические болезни,-2.6753263,-10.980091,-4.8603764,#D2E11B
Аденомиоз,Женские болезни,5.1798906,-13.5325575,-5.8601995,#460C5F
Аденофлегмона,Болезни вен и лимфоузлов,-1.6905162,-11.703524,-1.6968312,#38568B
Адентия,Болезни зубов,9.392523,-11.117737,-0.9855509,#2D6F8E
Адипозогенитальная дистрофия,Эндокринные болезни,-1.3377936,-8.041096,-2.685105,#8DD644
Аднексит,Женские болезни,4.3735943,-11.9851465,-5.0719576,#460C5F
Адреногенитальный синдром,Женские болезни,4.5339894,-13.827793,-4.548186,#460C5F
Азиатский разрез глаз,Эстетические проблемы,8.156619,-4.350636,1.4497589,#35B778
Азооспермия,Мужские болезни,8.824364,-16.47624,-3.903362,#42BE71
Акалькулия,Нервные болезни,1.4431188,0.16508053,7.7462196,#BADE27
Акантамебиаз,Инфекционные болезни,6.796802,-5.849248,4.113355,#440154
Акантамёбный кератит,Глазные болезни,6.46469,-1.6092446,4.842161,#462F7C
Акне,Кожные болезни,8.085475,-7.2336245,4.9673805,#30678D
Акрогерия семейная ,Кожные болезни,8.813124,-6.1975837,6.5991964,#30678D
Акродерматит,Кожные болезни,9.855498,-7.4800467,5.8224688,#30678D
Акродерматит Аллопо,Кожные болезни,9.616235,-6.4652414,6.5123334,#30678D
Акромегалия,Эндокринные болезни,-1.1409605,-8.021461,-2.92788,#8DD644
Актинический дерматит,Кожные болезни,9.354228,-7.0893645,6.556524,#30678D
Актинический кератоз,Кожные болезни,7.8920903,-7.2403226,6.4718885,#30678D
Актинический хейлит,Болезни зубов,8.899744,-10.112749,2.3412142,#2D6F8E
Актиномикоз,Кожные болезни,5.120278,-10.033016,1.755812,#30678D
Актиномикоз молочных желез,Болезни молочных желез,3.8849845,-8.255936,-1.3914741,#E7E419
Акустико-гностическая афазия,Нарушения речи,4.8034363,0.9464885,8.315353,#3D4C89
Акустико-мнестическая афазия,Нарушения речи,2.8912334,1.0211093,9.129497,#3D4C89
Акустическая травма,"Болезни уха, горла, носа",1.1932733,-6.024041,0.12526883,#FDE724
Акушерские параличи,Детские болезни,1.2883444,-6.053498,4.2399654,#64CB5D
Акушерский перитонит,Женские болезни,4.093233,-12.71667,-5.0470405,#460C5F
Алалия,Нарушения речи,3.9140472,2.0059917,10.708753,#3D4C89
Алиментарная дистрофия,Болезни органов пищеварения,1.9456306,-13.25148,-1.038718,#267F8E
Алкаптонурия,Ревматические болезни,-3.6890194,-5.2239447,2.762849,#79D151
Алкоголизм,Наркологические проблемы,-11.167049,-8.063683,2.8351748,#208F8C
Алкогольная болезнь печени,Болезни органов пищеварения,1.7797987,-13.515709,0.67745256,#267F8E
Алкогольная депрессия,Наркологические проблемы,-8.698642,-7.320995,3.5244768,#208F8C
Алкогольная нефропатия,Урологические болезни,0.6422672,-14.806516,-5.0086484,#48196B
Алкогольная полиневропатия,Наркологические проблемы,-8.147303,-5.8867807,2.2285233,#208F8C
Алкогольная энцефалопатия,Наркологические проблемы,-8.946377,-7.150625,2.5712395,#208F8C
Алкогольная эпилепсия,Наркологические проблемы,-8.570214,-5.359453,2.9941752,#208F8C
Алкогольный абстинентный синдром,Наркологические проблемы,-9.309998,-6.963207,3.5910847,#208F8C
Алкогольный бред ревности,Наркологические проблемы,-9.743761,-6.905979,3.5787368,#208F8C
Алкогольный галлюциноз,Наркологические проблемы,-8.341626,-6.453347,3.1060798,#208F8C
Алкогольный гепатит,Болезни органов пищеварения,-1.0765123,-14.285801,-0.35399818,#267F8E
Алкогольный делирий,Наркологические проблемы,-8.182706,-6.064404,2.9422061,#208F8C
Алкогольный панкреатит,Болезни органов пищеварения,1.7681262,-13.607439,-0.61674035,#267F8E
Алкогольный цирроз печени,Болезни органов пищеварения,2.5153801,-14.3697815,-0.2837621,#267F8E
Аллергическая крапивница,Аллергические болезни,6.9578705,-5.0444937,7.846986,#345E8D
Аллергическая риносинусопатия,Аллергические болезни,5.812237,-6.4143333,8.412823,#345E8D
Аллергическая энтеропатия,Аллергические болезни,6.037716,-5.3865185,8.728347,#345E8D
Аллергический  риноконъюнктивит ,Аллергические болезни,9.072113,-3.5548208,9.855474,#345E8D
Аллергический альвеолит,Аллергические болезни,4.8397465,-6.4217176,9.558915,#345E8D
Аллергический бронхолёгочный аспергиллёз,Аллергические болезни,5.686577,-8.586102,8.691634,#345E8D
Аллергический васкулит,Аллергические болезни,4.6508026,-5.1941986,8.992506,#345E8D
Аллергический гастрит,Аллергические болезни,6.167574,-4.908456,8.9297695,#345E8D
Аллергический кератит,Аллергические болезни,5.729045,-5.5730944,7.7913165,#345E8D
Аллергический контактный дерматит,Аллергические болезни,5.714734,-6.170224,9.734043,#345E8D
Аллергический конъюнктивит,Аллергические болезни,5.5633554,-5.58165,9.5587,#345E8D
Аллергический конъюнктивит у детей,Аллергические болезни,5.7148175,-6.081464,8.8444,#345E8D
Аллергический отит,Аллергические болезни,6.105479,-4.9774756,8.123319,#345E8D
Аллергический ринит,Аллергические болезни,6.031091,-6.615705,8.9366665,#345E8D
Аллергический стоматит,Болезни зубов,7.2461605,-9.877254,0.86504495,#2D6F8E
Аллергический субсепсис,Аллергические болезни,5.6427803,-4.6893697,7.7766466,#345E8D
Аллергический хейлит,Аллергические болезни,5.202486,-5.932782,8.312216,#345E8D
Аллергия к протезным материалам,Аллергические болезни,5.1450663,-6.1235743,8.497421,#345E8D
Аллергия на алкоголь,Аллергические болезни,4.7085958,-6.51099,9.610317,#345E8D
Аллергия на домашних животных,Аллергические болезни,4.9761376,-6.3518677,7.759739,#345E8D
Аллергия на инсулин,Аллергические болезни,6.3892293,-5.286496,10.04489,#345E8D
Аллергия на косметику,Аллергические болезни,5.3579054,-5.7058907,9.728573,#345E8D
Аллергия на латекс,Аллергические болезни,5.12171,-5.3219748,7.992916,#345E8D
Аллергия на местные анестетики,Аллергические болезни,5.971714,-4.9421744,8.471573,#345E8D
Аллергия на металл,Аллергические болезни,5.5295706,-6.1182547,9.096371,#345E8D
Аллергия на пенициллин,Аллергические болезни,4.880762,-5.713009,8.052637,#345E8D
Аллергия на плесень,Аллергические болезни,5.603548,-6.641485,8.4580765,#345E8D
Аллергия на птиц,Аллергические болезни,5.271858,-6.3989987,8.765694,#345E8D
Аллергия на пыль,Аллергические болезни,4.9923725,-5.6696153,8.38171,#345E8D
Аллергия на салицилаты,Аллергические болезни,5.866085,-5.5962086,8.585317,#345E8D
Аллергия на укусы насекомых,Аллергические болезни,5.848249,-6.124167,8.402889,#345E8D
Аллергия на цитрусовые,Аллергические болезни,4.6432366,-6.577791,7.727625,#345E8D
Алопеция,Болезни волос,12.491714,-9.115236,2.3321087,#23888D
Алопеция у детей,Детские болезни,1.6767745,-5.3888245,5.3809743,#64CB5D
Альбинизм,Наследственные болезни,3.56831,-1.6701658,8.521133,#404387
Альвеококкоз,Инфекционные болезни,4.389929,-9.567753,4.505735,#440154
Альвеолит,Болезни зубов,5.4438753,-9.35202,-1.6056294,#2D6F8E
Альвеолярный протеиноз,Болезни органов дыхания,-2.6228395,-9.737783,0.53015596,#29788E
Альгодисменорея,Женские болезни,5.0223546,-12.7266655,-5.4941607,#460C5F
Альгоменорея,Женские болезни,5.478382,-12.702009,-5.1885734,#460C5F
Альдостерома,Онкологические болезни,-2.2620103,-10.982142,-4.81725,#D2E11B
Альтернирующие синдромы,Нервные болезни,-1.3577559,-1.1612353,6.146968,#BADE27
Амавроз Лебера,Глазные болезни,6.166322,-1.4409835,12.298553,#462F7C
Амавротическая идиотия,Нервные болезни,-0.092430584,-2.064612,6.2994976,#BADE27
Амблиопия,Глазные болезни,6.483038,-1.9680898,4.9582353,#462F7C
Амебиаз,Инфекционные болезни,5.3344674,-11.92173,4.97739,#440154
Амебный абсцесс печени,Болезни органов пищеварения,2.568138,-14.218409,-0.27167547,#267F8E
Амелобластома,Онкологические болезни,-0.15458463,-10.731449,-2.953668,#D2E11B
Аменорея,Женские болезни,5.647975,-12.533716,-5.1687098,#460C5F
Аменция,Психические расстройства,-4.7498617,-3.9049828,7.653402,#29AF7F
Амилоидоз,Ревматические болезни,-2.96619,-5.4439354,3.2096593,#79D151
Амилоидоз почек,Урологические болезни,-0.83065367,-14.005188,-5.3520203,#48196B
Амилоидоз сердца,Болезни сердца и сосудов,-7.6612935,-11.347193,-2.1151698,#22A784
Амиотрофия Верднига-Гоффмана,Наследственные болезни,2.3540878,-1.9684308,8.040718,#404387
Амиотрофия Кугельберга-Веландера,Наследственные болезни,1.682296,-0.8195678,8.688989,#404387
Амнезия,Нервные болезни,-2.7826493,-2.46121,7.0005884,#BADE27
Амниотический тяж,Женские болезни,2.5488532,-10.797532,-4.3755836,#460C5F
Анальгетическая нефропатия,Урологические болезни,1.1357776,-14.781276,-4.2685328,#48196B
Анальная трещина,Болезни толстого кишечника,0.26076198,-19.185791,-4.6761703,#53C567
Анальный зуд,Болезни толстого кишечника,-0.7369616,-18.842848,-5.243718,#53C567
Анальный полип,Онкологические болезни,-2.4353523,-12.13345,-4.062107,#D2E11B
Анапластический рак щитовидной железы,Онкологические болезни,-3.1254618,-12.315561,-4.809139,#D2E11B
Анатомически узкий таз,Женские болезни,4.772625,-12.895643,-5.2777796,#460C5F
Анафилактический шок,Аллергические болезни,5.6361637,-6.2634993,8.549548,#345E8D
Анаэробная инфекция,Инфекционные болезни,4.7981267,-10.26605,3.6913095,#440154
Ангидроз,Кожные болезни,7.3586836,-8.910929,5.060179,#30678D
Ангидротическая эктодермальная дисплазия,Наследственные болезни,2.960315,-1.7683417,9.6922865,#404387
Ангина,"Болезни уха, горла, носа",1.086072,-5.267708,-0.23730145,#FDE724
Ангина при лейкозе,Онкологические болезни,-1.2937359,-8.532758,-0.14736448,#D2E11B
Ангина у детей,Детские болезни,0.36346555,-5.3571305,5.0053344,#64CB5D
Ангиодисплазия толстой кишки,Болезни толстого кишечника,0.2588284,-19.377735,-4.3977757,#53C567
Ангиокератома,Кожные болезни,9.379856,-6.786746,6.9905725,#30678D
Ангиолипома почки,Онкологические болезни,-0.66770923,-13.284539,-5.1743894,#D2E11B
Ангиома,Онкологические болезни,-2.5412054,-12.242788,-4.5104284,#D2E11B
Ангиома глотки,Онкологические болезни,-3.8566628,-11.888882,-4.957315,#D2E11B
Ангиоотек,Аллергические болезни,5.670561,-5.291763,9.243528,#345E8D
Ангиосаркома печени,Онкологические болезни,-2.0147505,-10.089382,-1.1305857,#D2E11B
Андробластома яичника,Женские болезни,3.9889896,-12.873423,-5.5081425,#460C5F
Андрогенный дефицит,Мужские болезни,6.748127,-16.095968,-2.7779129,#42BE71
Аневризма аорты,Болезни сердца и сосудов,-7.5135517,-11.288084,-1.930537,#22A784
Аневризма брюшной аорты,Болезни сердца и сосудов,-6.56878,-12.003434,-2.2549675,#22A784
Аневризма вены Галена,Детские болезни,1.2532136,-5.7313533,4.5952744,#64CB5D
Аневризма дуги аорты,Болезни сердца и сосудов,-7.315941,-11.057171,-2.0008018,#22A784
Аневризма нисходящего отдела грудной аорты,Болезни сердца и сосудов,-7.8731136,-11.486818,-1.5736766,#22A784
Аневризма сердца,Болезни сердца и сосудов,-7.4040055,-11.474025,-2.2204237,#22A784
Аневризма синуса Вальсальвы,Болезни сердца и сосудов,-7.356605,-11.4465,-1.6917894,#22A784
Аневризмы сосудов головного мозга,Нервные болезни,0.7245698,-1.6646388,6.5697565,#BADE27
Анемия Даймонда-Блекфена,Наследственные болезни,2.8596547,-1.8700516,8.569258,#404387
Анемия у детей,Детские болезни,2.8228638,-5.9631968,4.958792,#64CB5D
Анетодермия,Кожные болезни,9.908265,-6.3372498,6.2002964,#30678D
Анизометропия,Глазные болезни,7.478532,-1.7391495,5.9596796,#462F7C
Аниридия,Глазные болезни,6.2904825,-2.0048728,5.930938,#462F7C
Анкилоблефарон,Глазные болезни,6.232042,-2.0394151,5.074388,#462F7C
Анкилоз ВНЧС,Болезни зубов,8.427602,-9.663834,0.016652593,#2D6F8E
Анкилостомидоз,Инфекционные болезни,5.8022375,-11.77546,4.4759274,#440154
Ановуляторное маточное кровотечение,Женские болезни,4.766142,-12.827091,-4.939143,#460C5F
Ановуляторный цикл,Женские болезни,4.2154207,-12.16457,-5.0006123,#460C5F
Аногенитальный кондиломатоз,Онкологические болезни,5.2454624,-13.220516,-1.4894909,#D2E11B
Анокопчиковый болевой синдром (Кокцигодиния),Болезни толстого кишечника,2.7912474,-17.782337,-4.766671,#53C567
Аномалии волос ,Болезни волос,12.356592,-10.473672,2.6595843,#23888D
Аномалии женских половых органов,Женские болезни,3.5241692,-14.441607,-6.4801903,#460C5F
Аномалии зубных рядов,Болезни зубов,6.832823,-9.347902,0.042758234,#2D6F8E
Аномалии зубов,Болезни зубов,7.6680646,-9.331768,-0.054805033,#2D6F8E
Аномалии пуповины,Женские болезни,4.826422,-13.030565,-5.190004,#460C5F
Аномалии развития глаза,Детские болезни,2.273741,-5.6732616,3.4915776,#64CB5D
Аномалии развития головного мозга,Нервные болезни,-1.4652097,-1.1289611,6.4882727,#BADE27
Аномалии развития гортани,Детские болезни,2.0467606,-6.0203323,4.166399,#64CB5D
Аномалии развития желудка,Детские болезни,1.8930194,-6.3147125,4.977918,#64CB5D
Аномалии развития кишечника,Детские болезни,1.4589319,-6.409817,4.841656,#64CB5D
Аномалии развития коленного сустава,Болезни ОДС и травмы,-5.2018127,-5.9092774,-0.8724597,#443982
Аномалии развития матки,Женские болезни,4.185581,-13.933812,-6.2149673,#460C5F
Аномалии развития пищевода,Детские болезни,1.8465688,-7.2848196,5.0957847,#64CB5D
Аномалии развития поджелудочной железы,Детские болезни,1.6431224,-6.1005607,5.0763197,#64CB5D
Аномалии развития позвоночника,Болезни ОДС и травмы,-5.3033557,-5.491118,1.1029384,#443982
Аномалии развития почек,Детские болезни,2.2457144,-5.135025,4.2104354,#64CB5D
Аномалии развития селезенки,Болезни органов пищеварения,3.4552324,-14.07004,1.4268745,#267F8E
Аномалии развития ушной раковины,Детские болезни,2.593564,-5.347514,2.6486266,#64CB5D
Аномалии рефракции,Глазные болезни,6.6664057,-1.6298537,5.8214974,#462F7C
Аномалии родовой деятельности,Женские болезни,4.8018703,-13.335492,-5.548274,#460C5F
Аномалии формы зубов,Болезни зубов,6.629287,-8.376259,-0.14792131,#2D6F8E
Аномалии хрусталика,Глазные болезни,6.4550047,-2.2144885,5.076538,#462F7C
Аномалии цветового зрения,Глазные болезни,6.0320086,-1.7164586,5.558307,#462F7C
Аномалии яичек,Мужские болезни,6.277833,-16.077766,-3.35737,#42BE71
Аномалия Киари,Нервные болезни,0.05012632,-1.1377426,7.6616435,#BADE27
Аномалия Кимерли,Нервные болезни,-0.60202265,-1.3629787,7.767481,#BADE27
Аномалия Эбштейна,Болезни сердца и сосудов,-7.810325,-11.221055,-2.4959862,#22A784
Аномальный дренаж легочных вен,Болезни сердца и сосудов,-9.577925,-13.980091,-1.2291873,#22A784
Аноргазмия,Психические расстройства,-1.7317054,-6.2826805,4.7395697,#29AF7F
Анорексия,Болезни органов пищеварения,2.3905752,-13.391434,-0.7964351,#267F8E
Анофтальм,Глазные болезни,6.2396717,-2.1426826,4.50071,#462F7C
Антенатальная гибель плода,Женские болезни,4.4680758,-13.041139,-5.579391,#460C5F
Антибиотик-ассоциированная диарея,Болезни органов пищеварения,2.17321,-15.394616,-0.69178677,#267F8E
Антифосфолипидный синдром,Иммунные болезни,4.933387,-6.896555,3.742048,#1E988A
Антракоз,Болезни органов дыхания,-3.6696837,-10.196474,2.4560444,#29788E
Антральный гастрит,Болезни органов пищеварения,2.0358307,-14.7082405,-0.7379613,#267F8E
Аортальная недостаточность,Болезни сердца и сосудов,-7.6745524,-11.223884,-2.438679,#22A784
Аортальный стеноз,Болезни сердца и сосудов,-7.521842,-11.35002,-2.0607135,#22A784
Аортит,Болезни сердца и сосудов,-7.414217,-10.642218,-1.9794168,#22A784
Апаллический синдром,Нервные болезни,-2.212397,-1.810375,6.5795336,#BADE27
Апикальный периодонтит,Болезни зубов,8.023774,-10.093034,0.5528383,#2D6F8E
Апластическая анемия,Болезни крови,2.7707686,-9.279188,0.9835055,#482374
Апноэ недоношенных,Детские болезни,3.6858442,-7.633258,3.9590638,#64CB5D
Апоплексия гипофиза,Нервные болезни,-1.3619531,-0.8785321,6.206584,#BADE27
Апоплексия яичника,Женские болезни,5.272365,-12.425056,-5.0763865,#460C5F
Апостематозный пиелонефрит,Урологические болезни,1.2574661,-13.774097,-5.4838724,#48196B
Аппендикулярно-генитальный синдром,Женские болезни,4.056356,-11.750137,-5.3002095,#460C5F
Аппендикулярный абсцесс,Болезни органов пищеварения,4.1546707,-14.725514,-0.73920476,#267F8E
Аппендицит,Болезни органов пищеварения,4.4084873,-12.6787815,0.4221804,#267F8E
Аппендицит у детей,Детские болезни,2.6909106,-5.579068,5.798304,#64CB5D
Апраксия,Нервные болезни,-1.8113765,-2.4447422,6.9404397,#BADE27
Арахнодактилия,Болезни ОДС и травмы,-6.4422064,-5.3996105,2.6079695,#443982
Арахноидальная киста головного мозга,Нервные болезни,-1.1860752,-1.2707531,6.694313,#BADE27
Арахноидит,Нервные болезни,0.18575169,-0.9698457,5.603297,#BADE27
Аргироз,Кожные болезни,9.168726,-6.0662503,5.850707,#30678D
Аритмия,Болезни сердца и сосудов,-8.438571,-12.955679,-2.4936774,#22A784
Аритмия у детей,Детские болезни,-2.5040858,-8.226275,2.0896153,#64CB5D
Аритмогенная правожелудочковая кардиомиопатия,Наследственные болезни,-0.21460937,-4.10318,7.625419,#404387
Артериальная гипертензия,Болезни сердца и сосудов,-7.7608953,-11.058414,-2.9836743,#22A784
Артериальная гипертензия у детей,Детские болезни,-1.4486456,-6.8300443,3.846336,#64CB5D
Артериальная гипотония,Болезни сердца и сосудов,-6.991369,-11.001248,-1.6287878,#22A784
Артериовенозная аневризма легких,Болезни органов дыхания,-3.2109492,-10.502701,3.1212711,#29788E
Артериовенозные мальформации головного мозга,Нервные болезни,-0.50840783,-1.0564952,6.3944254,#BADE27
Артериовенозные мальформации спинного мозга,Нервные болезни,0.278934,-0.86966515,6.436387,#BADE27
Артралгии,Ревматические болезни,-2.680196,-4.414478,1.9280001,#79D151
Артрит ВНЧС,Болезни зубов,6.965476,-8.977713,0.5132508,#2D6F8E
Артрит голеностопного сустава,Ревматические болезни,-2.5037358,-4.347889,3.003628,#79D151
Артрит коленного сустава,Ревматические болезни,-3.1391387,-3.7553337,2.5837386,#79D151
Артрит пальцев,Ревматические болезни,-2.9624517,-3.7875125,2.3818836,#79D151
Артрит плечевого сустава,Ревматические болезни,-2.2630532,-5.3053336,2.5390832,#79D151
Артрит стопы,Ревматические болезни,-2.6709116,-4.0799193,2.3519886,#79D151
Артрит тазобедренного сустава,Ревматические болезни,-2.3108194,-4.342192,2.4947164,#79D151
Артрит у детей,Детские болезни,0.33517385,-5.47241,3.8520205,#64CB5D
Артриты,Ревматические болезни,-3.2854064,-4.8256288,2.4982114,#79D151
Артроз,Болезни ОДС и травмы,-5.3828106,-5.9036922,-0.7382846,#443982
Артроз ВНЧС,Болезни зубов,6.869067,-9.441379,-0.67223,#2D6F8E
Артроз голеностопного сустава,Болезни ОДС и травмы,-5.683647,-6.3501544,-1.4973761,#443982
Артроз плечевого сустава,Болезни ОДС и травмы,-6.3311677,-6.3174863,-0.78691435,#443982
Артропатии,Болезни ОДС и травмы,-5.2996974,-5.3925953,0.14491303,#443982
Асбестоз,Болезни органов дыхания,-2.6460915,-9.876349,3.0410707,#29788E
Асептический перитонит,Болезни органов пищеварения,1.8754721,-13.493956,-0.78472745,#267F8E
Асимметрия груди,Эстетические проблемы,5.743554,-2.642293,1.0137693,#35B778
Аскаридоз,Инфекционные болезни,4.76351,-8.244989,6.0399494,#440154
Аскаридоз у детей,Детские болезни,1.8776338,-5.243345,5.6525445,#64CB5D
Аспергиллез,Инфекционные болезни,5.526266,-9.923132,3.8072376,#440154
Аспергиллез головного мозга,Нервные болезни,0.19993259,-0.6809597,6.010103,#BADE27
Аспирационная пневмония,Болезни органов дыхания,-1.8594651,-10.404683,2.3634126,#29788E
Аспириновая бронхиальная астма,Болезни органов дыхания,2.8612583,-9.351444,6.2294517,#29788E
Аспления,Болезни органов пищеварения,2.20744,-11.636734,1.9233317,#267F8E
Ассимиляция атланта,Нервные болезни,-1.6364194,-1.6982522,6.075485,#BADE27
Астения,Нервные болезни,-2.309972,-2.1950433,5.683096,#BADE27
Астенопия,Глазные болезни,5.724382,-1.7218505,4.950483,#462F7C
Астигматизм,Глазные болезни,6.703321,-1.6841215,5.912991,#462F7C
Астигматизм у детей,Детские болезни,0.8657172,-5.366315,4.6974463,#64CB5D
Астматический бронхит,Аллергические болезни,0.6026375,-6.5385413,9.270135,#345E8D
Астматический статус,Аллергические болезни,3.8450074,-7.862279,7.786621,#345E8D
Астроцитома головного мозга,Нервные болезни,-0.9861779,-1.1444523,5.2443724,#BADE27
Асфиксия,Болезни органов дыхания,-3.2517507,-9.25341,0.08415771,#29788E
Асфиксия новорожденного,Женские болезни,3.7705998,-12.938441,-3.728383,#460C5F
Асцит,Болезни органов пищеварения,2.1432414,-14.4606085,-0.70620227,#267F8E
Атаксии,Нервные болезни,-0.39964175,-1.6112535,6.609671,#BADE27
Атаксия Фридрейха,Нервные болезни,-0.22396515,-1.7840052,6.698227,#BADE27
Ателектаз легких у новорожденных,Детские болезни,0.8430188,-5.9797935,5.0481305,#64CB5D
Ателектаз легкого,Болезни органов дыхания,-3.0292375,-10.2998085,4.004888,#29788E
Ателостеогенез,Наследственные болезни,2.5825732,-2.025995,11.284473,#404387
Атерома,Кожные болезни,15.527031,-9.876202,7.459333,#30678D
Атеросклероз,Болезни сердца и сосудов,-7.1740723,-11.206409,-1.8716164,#22A784
Атеросклероз сосудов головного мозга,Нервные болезни,-2.587795,-0.9764363,8.1204605,#BADE27
Атеросклеротический кардиосклероз,Болезни сердца и сосудов,-7.610072,-10.604584,-1.9790715,#22A784
Атетоз,Нервные болезни,-0.65844667,-1.1092585,5.8875685,#BADE27
Атипическая гиперплазия эндометрия,Женские болезни,4.8478894,-13.055494,-5.304379,#460C5F
Атипичная пневмония,Болезни органов дыхания,-2.3988824,-10.776218,2.858889,#29788E
Атония желудка,Болезни органов пищеварения,3.7437978,-14.980229,-0.48681796,#267F8E
Атония кишечника,Болезни органов пищеварения,0.79652846,-14.519164,-0.2076606,#267F8E
Атопическая бронхиальная астма,Аллергические болезни,5.6529264,-7.6221495,8.737715,#345E8D
Атопический дерматит,Аллергические болезни,6.195403,-6.388258,6.834233,#345E8D
Атопический дерматит у детей,Аллергические болезни,4.1857176,-2.9653733,10.29451,#345E8D
Атопический хейлит,Аллергические болезни,5.6887207,-6.201276,7.172304,#345E8D
Атрезия влагалища,Женские болезни,5.946585,-13.968525,-5.536323,#460C5F
Атрезия девственной плевы,Женские болезни,2.871119,-10.947549,-4.1334686,#460C5F
Атрезия желчных ходов,Детские болезни,2.5694659,-6.577106,4.380243,#64CB5D
Атрезия заднего прохода и прямой кишки,Детские болезни,1.1336846,-5.7983,4.596177,#64CB5D
Атрезия матки,Женские болезни,5.118086,-13.139154,-5.459735,#460C5F
