name,categ,X,Y,Z,color
Острый аппендицит,Болезни органов пищеварения,1.7473586,-13.659498,-0.39215946,#267F8E
Острый бактериальный конъюнктивит,Глазные болезни,6.25592,-1.2123196,6.643616,#462F7C
Острый бронхиолит,Болезни органов дыхания,-1.496263,-10.729676,1.7502764,#29788E
Острый бронхит,Болезни органов дыхания,-1.9606407,-11.831947,1.5414433,#29788E
Острый вагинит,Женские болезни,4.5222554,-13.513432,-5.802943,#460C5F
Острый вирусный гепатит,Болезни органов пищеварения,4.7781157,-13.601575,2.0279417,#267F8E
Острый гастрит,Болезни органов пищеварения,3.4180167,-12.890825,0.3124194,#267F8E
Острый гастродуоденит,Болезни органов пищеварения,1.6210583,-14.485839,-1.4812348,#267F8E
Острый гастроэнтерит,Болезни органов пищеварения,1.6184661,-13.801198,-0.50431716,#267F8E
Острый гепатит,Болезни органов пищеварения,1.9146652,-15.485571,-1.1652519,#267F8E
Острый гингивит,Болезни зубов,7.4036045,-9.520317,-0.22818874,#2D6F8E
Острый гломерулонефрит ,Урологические болезни,0.5378163,-14.568742,-4.942092,#48196B
Острый дуоденит,Болезни органов пищеварения,1.7798119,-13.772608,1.0658852,#267F8E
Острый живот,Болезни органов пищеварения,1.3309528,-13.513369,-0.13490652,#267F8E
Острый калькулезный холецистит,Болезни органов пищеварения,1.1225803,-14.161076,-1.62161,#267F8E
Острый колит,Болезни толстого кишечника,-0.22456573,-18.462494,-4.224479,#53C567
Острый лейкоз,Онкологические болезни,-2.268517,-11.268369,-4.0172706,#D2E11B
Острый лимфобластный лейкоз,Онкологические болезни,-3.0895133,-11.114637,-4.0688977,#D2E11B
Острый лихеноидный парапсориаз,Кожные болезни,9.685126,-6.232193,6.3014565,#30678D
Острый миелоидный лейкоз,Онкологические болезни,-3.0309303,-11.220388,-5.161375,#D2E11B
Острый обструктивный бронхит,Болезни органов дыхания,-2.9985666,-10.481434,3.1987805,#29788E
Острый остеомиелит,Болезни ОДС и травмы,-5.5577874,-6.7002,-1.6515263,#443982
Острый панкреатит,Болезни органов пищеварения,2.6585238,-13.081143,-0.52924365,#267F8E
Острый периодонтит,Болезни зубов,7.9730406,-9.8498535,-0.5022445,#2D6F8E
Острый периостит,Болезни ОДС и травмы,-4.404543,-5.810144,-1.4613585,#443982
Острый перитонит,Болезни органов пищеварения,1.9778023,-13.946448,1.0145428,#267F8E
Острый пиелонефрит,Урологические болезни,0.8019599,-14.3897,-5.711565,#48196B
Острый проктит,Болезни толстого кишечника,0.22064926,-19.557625,-3.8303955,#53C567
Острый простатит,Урологические болезни,0.8590238,-14.489945,-5.3049507,#48196B
Острый пульпит,Болезни зубов,7.297132,-9.085926,0.08741809,#2D6F8E
Острый сиаладенит,Болезни зубов,7.8856754,-8.901632,0.15373732,#2D6F8E
Острый сигмоидит,Болезни толстого кишечника,-0.79335165,-17.707224,-4.8601017,#53C567
Острый средний отит,"Болезни уха, горла, носа",1.2225463,-5.2970095,0.21495129,#FDE724
Острый стеноз гортани,"Болезни уха, горла, носа",1.6887251,-7.6865234,-0.23067687,#FDE724
Острый стоматит,Болезни зубов,6.834135,-9.42146,0.20096304,#2D6F8E
Острый трахеобронхит,Болезни органов дыхания,-2.3929143,-10.120838,2.7316415,#29788E
Острый холангит,Болезни органов пищеварения,1.7236316,-14.525606,-0.10178553,#267F8E
Острый холецистит,Болезни органов пищеварения,2.2028892,-13.324116,-0.2925557,#267F8E
Острый цистит,Урологические болезни,0.7718676,-13.648392,-5.4532013,#48196B
Острый эзофагит,Болезни органов пищеварения,2.4653199,-12.531347,-0.9409622,#267F8E
Острый энтерит,Болезни органов пищеварения,1.8865879,-12.652467,0.94896674,#267F8E
Острый энтероколит,Болезни органов пищеварения,1.9415572,-14.06547,-0.1881914,#267F8E
Осумкованный плеврит,Болезни органов дыхания,-2.0082076,-10.213171,3.1750693,#29788E
Отек головного мозга,Нервные болезни,-1.4467398,-1.2889769,6.5897675,#BADE27
Отек гортани,"Болезни уха, горла, носа",1.5978887,-7.9157205,0.5552747,#FDE724
Отек Квинке,Аллергические болезни,5.825717,-4.9409466,9.112008,#345E8D
Отек Квинке у детей,Аллергические болезни,5.4297314,-5.879178,8.629434,#345E8D
Отек легких,Болезни органов дыхания,-2.5523963,-10.21131,2.2106807,#29788E
Отит,"Болезни уха, горла, носа",-0.010762086,-4.8533115,-0.8860544,#FDE724
Отит у детей,Детские болезни,0.8742683,-4.261097,5.048765,#64CB5D
Отказ от школы,Детские болезни,1.2029269,-6.174597,2.9682999,#64CB5D
Открытое овальное окно,Болезни сердца и сосудов,-7.7517323,-11.223758,-1.7047775,#22A784
Открытоугольная глаукома,Глазные болезни,7.177536,-1.9371686,5.069675,#462F7C
Открытоугольная ювенильная глаукома,Глазные болезни,6.336208,-2.1174269,5.1493807,#462F7C
Открытый артериальный проток,Болезни сердца и сосудов,-7.649868,-10.885343,-2.1959627,#22A784
Открытый атриовентрикулярный канал,Болезни сердца и сосудов,-6.129422,-11.295833,-3.9163945,#22A784
Открытый перелом,Болезни ОДС и травмы,-4.299806,-4.106122,-0.020053646,#443982
Открытый пневмоторакс,Болезни органов дыхания,-3.273194,-10.240673,2.2030268,#29788E
Открытый прикус,Болезни зубов,7.519737,-8.913771,0.2101418,#2D6F8E
Отморожения,Болезни ОДС и травмы,-5.733905,-5.915874,-1.1641183,#443982
Отоантрит,"Болезни уха, горла, носа",1.3312567,-7.6770163,0.3291837,#FDE724
Отогематома,"Болезни уха, горла, носа",0.4231609,-6.5197525,-0.26533684,#FDE724
Отогенный сепсис,"Болезни уха, горла, носа",1.4915469,-8.742444,0.045149095,#FDE724
Отомикоз,"Болезни уха, горла, носа",0.85751724,-5.39466,-0.20452951,#FDE724
Отосклероз,"Болезни уха, горла, носа",2.5140264,-5.4260845,-0.30558002,#FDE724
Отравление суррогатами алкоголя,Наркологические проблемы,-9.282197,-6.5312767,3.414655,#208F8C
Отрубевидный лишай,Кожные болезни,8.806411,-7.8100405,6.329533,#30678D
Отслойка сетчатки,Глазные болезни,7.12995,-2.452222,5.4692564,#462F7C
Отслойка стекловидного тела,Глазные болезни,6.5538664,-2.4074662,5.0928693,#462F7C
Отсутствие уха и/или мочки,Эстетические проблемы,7.862028,-4.2547665,1.7244649,#35B778
Отторжение зубного импланта,Болезни зубов,8.341743,-8.739328,-0.31306934,#2D6F8E
Офтальмогерпес,Глазные болезни,6.1955895,-1.5389205,4.894802,#462F7C
Офтальмогипертензия,Глазные болезни,6.1373954,-1.6731856,5.081321,#462F7C
Офтальмомиаз ,Глазные болезни,5.7825427,-1.8631883,5.8369875,#462F7C
Офтальмоплегическая мигрень,Нервные болезни,-2.3039477,-1.3058243,6.384731,#BADE27
Офтальмоплегия,Глазные болезни,5.1615267,-2.429095,4.117169,#462F7C
Офтальморозацеа ,Глазные болезни,6.250201,-1.658641,5.442301,#462F7C
Очаговая пневмония,Болезни органов дыхания,-2.6599243,-10.366423,2.411903,#29788E
Очаговый туберкулез легких,Болезни органов дыхания,-2.2210052,-9.276881,2.4359634,#29788E
Палиндромный ревматизм,Ревматические болезни,-3.6186593,-4.5761003,2.8878357,#79D151
Панариций,Болезни ОДС и травмы,-5.9305496,-6.2563915,-0.9595889,#443982
Пангипопитуитаризм,Эндокринные болезни,-0.6893643,-7.8788576,-3.7864008,#8DD644
Панические атаки,Нервные болезни,-2.7406585,-2.5493846,7.5653105,#BADE27
Панические атаки у детей,Детские болезни,1.320962,-6.1583834,5.6437087,#64CB5D
Паническое расстройство,Психические расстройства,-4.4980497,-4.637694,7.917461,#29AF7F
Панкреатит у детей,Детские болезни,1.6416752,-6.3235545,4.6733193,#64CB5D
Панкреатогенный сахарный диабет,Эндокринные болезни,-1.9698365,-8.728479,-2.0654697,#8DD644
Панкреонекроз,Болезни органов пищеварения,4.231881,-13.403637,0.034011014,#267F8E
Панникулит,Кожные болезни,9.385541,-7.6309233,6.460183,#30678D
Панофтальмит,Глазные болезни,6.9567184,-1.3777986,5.998962,#462F7C
Папиллит,Болезни толстого кишечника,0.18455185,-19.251911,-4.0984554,#53C567
Папилломатозный невус,Кожные болезни,9.909534,-6.314668,5.190388,#30678D
Папилломы,Кожные болезни,7.7506237,-6.870364,5.9434137,#30678D
Папилломы век,Глазные болезни,5.961593,-1.6349182,5.1317663,#462F7C
Папилломы полости рта,Болезни зубов,5.5288963,-10.19389,-1.3366044,#2D6F8E
Папиллярная аденокарцинома почки,Онкологические болезни,-2.6464942,-11.314465,-4.6604395,#D2E11B
Папиллярная кистома яичника,Женские болезни,5.0777826,-13.58316,-5.858829,#460C5F
Папиллярный рак щитовидной железы,Онкологические болезни,-2.4188957,-11.580076,-5.18061,#D2E11B
Папулезная крапивница,Кожные болезни,8.664962,-6.181325,7.1580544,#30678D
Папулонекротический туберкулез кожи,Кожные болезни,10.480415,-6.7518253,7.0012345,#30678D
Папулопустулезные угри,Кожные болезни,9.256878,-7.3742266,5.8945065,#30678D
Парагонимоз,Инфекционные болезни,5.3185983,-11.116943,4.2252645,#440154
Паразитарные заболевания печени,Инфекционные болезни,8.387232,-12.335917,4.945769,#440154
Паралич Дюшена-Эрба,Нервные болезни,-0.6462693,-3.042074,6.810482,#BADE27
Паралич Тодда,Нервные болезни,-1.1979963,-1.187788,6.0873575,#BADE27
Параметрит,Женские болезни,4.888084,-11.838722,-3.965154,#460C5F
Паранеопластический синдром,Онкологические болезни,-2.184497,-11.316603,-4.441379,#D2E11B
Параноидное расстройство личности,Психические расстройства,-3.8797648,-3.7199936,9.385824,#29AF7F
Паранойя,Психические расстройства,-5.3673887,-4.2786045,8.503221,#29AF7F
Параовариальная киста,Женские болезни,4.943607,-12.684174,-4.898885,#460C5F
Парапроктит,Болезни толстого кишечника,-0.5473455,-18.606043,-4.9604015,#53C567
Парапсориаз,Кожные болезни,10.277626,-8.001179,5.3377666,#30678D
Параректальная дермоидная киста,Болезни толстого кишечника,-1.7852551,-17.65249,-5.8031673,#53C567
Парасомнии,Нервные болезни,-2.6662452,-1.6328044,7.6766963,#BADE27
Парасомнии у детей,Детские болезни,1.2275519,-5.5640373,5.795457,#64CB5D
Паратифы А и В,Инфекционные болезни,6.0423217,-10.754281,4.5603004,#440154
Паратонзиллярный абсцесс,"Болезни уха, горла, носа",1.7055036,-5.3598223,-0.24573956,#FDE724
Паратрахома,Глазные болезни,6.9528713,-1.8970277,6.4156303,#462F7C
Паратрофия,Детские болезни,1.3039012,-8.056711,2.1827412,#64CB5D
Парафимоз,Мужские болезни,8.115772,-16.198812,-3.746758,#42BE71
Парез кишечника,Болезни органов пищеварения,2.9223924,-12.95508,1.3083284,#267F8E
Парезы гортани,"Болезни уха, горла, носа",1.7825036,-5.6228056,-0.39576173,#FDE724
Пародонтальный абсцесс,Болезни зубов,7.931118,-9.505122,-0.51049805,#2D6F8E
Пародонтит,Болезни зубов,7.9547315,-9.021046,0.02795125,#2D6F8E
Пародонтоз,Болезни зубов,7.750613,-9.408946,-0.4237697,#2D6F8E
Пароксизмальная миоплегия,Нервные болезни,-1.4520063,-1.8442518,6.734048,#BADE27
Пароксизмальная тахикардия,Болезни сердца и сосудов,-6.7640553,-11.691654,-2.0737138,#22A784
Пароксизмальное позиционное головокружение,Нервные болезни,-1.0893724,-1.1480198,6.619234,#BADE27
Паронихия,Кожные болезни,8.175529,-7.5917234,4.7723613,#30678D
Патологическая стираемость зубов,Болезни зубов,7.9864607,-8.304811,0.2888186,#2D6F8E
Патологический аффект,Психические расстройства,-4.0294113,-4.2633224,7.305577,#29AF7F
Патологический перелом,Болезни ОДС и травмы,-5.8761644,-6.727747,-0.7844391,#443982
Патологический прелиминарный период родов,Женские болезни,5.0369864,-12.746378,-5.2034254,#460C5F
Патологическое опьянение,Наркологические проблемы,-9.756471,-7.8371506,3.605292,#208F8C
Патологическое просоночное состояние,Психические расстройства,-4.257442,-3.756188,8.288037,#29AF7F
Пахидермопериостоз,Наследственные болезни,3.2758298,-1.6066802,11.013032,#404387
Пахионихия,Кожные болезни,8.776193,-6.937075,6.812074,#30678D
Паховая грыжа,Болезни органов пищеварения,2.5765386,-13.52655,-0.101999514,#267F8E
Паховая грыжа у детей,Детские болезни,0.6887982,-6.0895834,4.3794384,#64CB5D
Паховая эпидермофития,Кожные болезни,9.830779,-8.330395,6.6123714,#30678D
Паховый лимфогранулематоз,Венерические болезни,9.477753,-14.189165,-0.1878526,#A5DA35
Педагогическая запущенность,Детские болезни,0.86887836,-5.362355,4.1040535,#64CB5D
Педикулез,Кожные болезни,8.594638,-7.6355677,6.9870405,#30678D
Педикулез у детей,Детские болезни,1.174881,-5.6297064,5.281228,#64CB5D
Педофилия,Психические расстройства,-3.7298348,-5.172764,5.1051545,#29AF7F
Пеленочный дерматит,Кожные болезни,9.229591,-6.3577294,6.2638316,#30678D
Пельвиоперитонит,Женские болезни,5.321462,-13.019723,-5.0220537,#460C5F
Пемфигоид,Кожные болезни,8.989498,-6.3943214,5.4813185,#30678D
Первично-множественные опухоли,Онкологические болезни,-3.7327056,-12.793026,-4.862844,#D2E11B
Первичное бесплодие,Женские болезни,5.055722,-12.451255,-5.382979,#460C5F
Первичные иммунодефициты,Иммунные болезни,4.063861,-5.585415,5.065694,#1E988A
Первичный билиарный цирроз печени,Болезни органов пищеварения,2.7846057,-12.906823,1.0802921,#267F8E
Первичный системный дефицит карнитина,Наследственные болезни,2.6795893,-1.6887491,10.418441,#404387
Первичный сифилис,Венерические болезни,10.100903,-12.824931,-1.316288,#A5DA35
Перегородка влагалища,Женские болезни,5.0716634,-12.468897,-5.223155,#460C5F
Перекрестный прикус,Болезни зубов,7.416476,-9.166775,0.07905472,#2D6F8E
Перекрут ножки опухоли яичника,Женские болезни,4.335274,-13.016226,-5.366576,#460C5F
Перекрут яичка,Мужские болезни,8.464303,-16.677237,-3.6138825,#42BE71
Перекрут яичника,Женские болезни,4.8415318,-12.325335,-5.1266437,#460C5F
Перелом,Болезни ОДС и травмы,-5.674924,-6.151222,-1.5992497,#443982
Перелом альвеолярного отростка,Болезни зубов,8.525312,-9.081791,0.4650464,#2D6F8E
Перелом бедра,Болезни ОДС и травмы,-5.817706,-6.124408,-1.0310776,#443982
Перелом большеберцовой кости,Болезни ОДС и травмы,-5.056455,-5.650812,-1.082087,#443982
Перелом вертлужной впадины,Болезни ОДС и травмы,-4.968999,-5.9935875,-1.0425965,#443982
Перелом верхней челюсти,Болезни зубов,5.9600267,-7.8806324,-0.70544374,#2D6F8E
Перелом голени,Болезни ОДС и травмы,-5.281806,-6.507966,-1.2942144,#443982
Перелом головки лучевой кости,Болезни ОДС и травмы,-6.0473356,-6.775774,-1.6633906,#443982
Перелом грудины,Болезни ОДС и травмы,-5.331503,-7.029378,-1.4774348,#443982
Перелом грудного отдела позвоночника,Болезни ОДС и травмы,-5.6493673,-6.1492343,-1.2157165,#443982
Перелом зуба,Болезни зубов,11.900196,-9.2926235,2.4026544,#2D6F8E
Перелом ключицы,Болезни ОДС и травмы,-5.6891108,-6.9766393,-0.6609749,#443982
Перелом ключицы у детей,Детские болезни,-1.0595448,-4.2936764,2.6906157,#64CB5D
Перелом копчика,Болезни ОДС и травмы,-5.534363,-6.3220034,-0.86071193,#443982
Перелом корня зуба ,Болезни зубов,12.813776,-9.716009,1.4381585,#2D6F8E
Перелом костей носа,"Болезни уха, горла, носа",0.8771577,-4.363162,0.32509428,#FDE724
Перелом костей таза,Болезни ОДС и травмы,-5.6438036,-6.7612796,-1.9977584,#443982
Перелом лодыжек,Болезни ОДС и травмы,-5.666727,-5.698682,-0.19669332,#443982
Перелом локтевого отростка,Болезни ОДС и травмы,-5.4431496,-5.3654256,-0.34907478,#443982
Перелом локтевой кости,Болезни ОДС и травмы,-5.6579294,-6.147275,-1.143352,#443982
Перелом лопатки,Болезни ОДС и травмы,-5.0565,-6.775132,-1.6853645,#443982
Перелом лучевой кости,Болезни ОДС и травмы,-5.5701866,-6.265236,-0.6561297,#443982
Перелом мыщелков большеберцовой кости,Болезни ОДС и травмы,-4.962683,-6.35361,-1.5552415,#443982
Перелом надколенника,Болезни ОДС и травмы,-5.1361322,-5.594747,-0.8435463,#443982
Перелом нижней челюсти,Болезни зубов,7.6096206,-7.8940086,-0.078655116,#2D6F8E
Перелом ноги,Болезни ОДС и травмы,-5.6494064,-6.418665,-1.3094933,#443982
Перелом пальца,Болезни ОДС и травмы,-5.522587,-6.126037,-1.5018476,#443982
Перелом плечевой кости,Болезни ОДС и травмы,-5.548379,-7.025834,-0.3489651,#443982
Перелом позвоночника у детей,Детские болезни,0.94350314,-5.766253,4.9414744,#64CB5D
Перелом поясничного отдела позвоночника,Болезни ОДС и травмы,-4.7210755,-5.085927,0.46367997,#443982
Перелом пястной кости,Болезни ОДС и травмы,-4.7973022,-5.7042894,-1.2579103,#443982
Перелом пяточной кости,Болезни ОДС и травмы,-5.0895166,-6.1255803,-0.8848208,#443982
Перелом ребер,Болезни ОДС и травмы,-5.326257,-6.1203938,-0.682119,#443982
Перелом руки,Болезни ОДС и травмы,-5.6409373,-6.541833,-1.6580513,#443982
Перелом со смещением,Болезни ОДС и травмы,-5.395376,-6.2425494,-1.2897558,#443982
Перелом черепа,Болезни ОДС и травмы,-6.0558376,-5.8445916,-0.07384627,#443982
Перелом шейки бедра,Болезни ОДС и травмы,-5.282872,-5.5390434,-1.6507611,#443982
Перелом шейки бедра у пожилых,Болезни ОДС и травмы,-4.5464563,-4.796715,-1.3653517,#443982
Перелом шейки плеча,Болезни ОДС и травмы,-4.7023134,-6.0723715,-1.2024539,#443982
Перелом шейного отдела позвоночника,Болезни ОДС и травмы,-5.3466425,-5.992256,-1.2118015,#443982
Переломы бедренной кости у детей,Детские болезни,-2.4175146,-4.350989,2.0160792,#64CB5D
Переломы костей голени у детей,Детские болезни,0.75272834,-4.506667,3.4605412,#64CB5D
Переломы костей кисти,Болезни ОДС и травмы,-5.464493,-6.5253367,-1.1499796,#443982
Переломы костей кисти и пальцев у детей,Детские болезни,0.5467801,-3.940282,3.1769896,#64CB5D
Переломы костей предплечья,Болезни ОДС и травмы,-6.272783,-6.2439175,-0.26587188,#443982
Переломы костей предплечья у детей,Детские болезни,-1.1136385,-4.8599553,2.897651,#64CB5D
Переломы костей стопы,Болезни ОДС и травмы,-5.5171204,-5.8053203,-0.9881571,#443982
Переломы костей стопы и пальцев у детей,Детские болезни,-1.0216216,-4.4259834,2.5729034,#64CB5D
Переломы костей таза у детей,Детские болезни,-1.6303049,-4.2118382,3.0138028,#64CB5D
Переломы плечевой кости у детей,Детские болезни,1.1488461,-4.722383,4.883103,#64CB5D
Переломы позвоночника,Болезни ОДС и травмы,-6.5627246,-6.398169,-0.7962153,#443982
Переношенная беременность,Женские болезни,4.9658585,-13.175959,-5.5833826,#460C5F
Перианальный дерматит,Кожные болезни,9.5641775,-7.8967786,6.3437133,#30678D
Периапикальный абсцесс,Болезни зубов,8.275564,-9.477398,0.4239757,#2D6F8E
Периимплантит,Болезни зубов,8.347825,-9.163101,-0.88526356,#2D6F8E
Перикардит,Болезни сердца и сосудов,-6.9543285,-9.91699,-1.8215458,#22A784
Перикоронарит,Болезни зубов,8.143416,-8.665356,0.11373783,#2D6F8E
Перинатальная  энцефалопатия,Детские болезни,0.90039515,-5.2207775,5.274294,#64CB5D
Периодическая болезнь ,Наследственные болезни,3.2991464,-2.0278962,9.444901,#404387
Периодонтит,Болезни зубов,8.06128,-9.926357,-0.12162947,#2D6F8E
Периоральный дерматит,Кожные болезни,9.490114,-6.342314,6.6694283,#30678D
Периостит,Болезни ОДС и травмы,-5.6917906,-6.6961656,-1.182621,#443982
Периостит челюсти,Болезни зубов,8.683711,-9.416613,-0.13015793,#2D6F8E
Периспленит,Болезни органов пищеварения,4.5174527,-13.115356,0.81634307,#267F8E
Перитонит,Болезни органов пищеварения,2.0151887,-13.545607,-0.08679592,#267F8E
Периферическая вегетативная недостаточность,Нервные болезни,0.71245074,-2.4543552,7.7753177,#BADE27
Периферическая дистрофия сетчатки,Глазные болезни,6.288298,-2.4412284,4.5629435,#462F7C
Периферический гипотиреоз,Эндокринные болезни,-1.9028089,-6.6814337,-3.156831,#8DD644
Периферический рак легкого,Онкологические болезни,-2.4509313,-11.274902,-4.3227854,#D2E11B
Перифолликулит Гофмана,Кожные болезни,9.818467,-7.544456,5.5742397,#30678D
Перихондрит,Болезни ОДС и травмы,-5.0430107,-6.4408894,-2.4155655,#443982
Пернициозная анемия,Болезни крови,2.083121,-10.355564,2.0557463,#482374
Перфорация желудка,Болезни органов пищеварения,2.4377089,-13.939311,-0.6261239,#267F8E
Перфорация матки,Женские болезни,4.8927894,-13.045296,-5.27969,#460C5F
Перфорация носовой перегородки,"Болезни уха, горла, носа",2.3449397,-4.5011716,-0.14134036,#FDE724
Перфорация пищевода,Болезни органов пищеварения,2.0081203,-13.540329,-0.025348416,#267F8E
Перфорация толстой кишки,Болезни толстого кишечника,0.052815087,-19.436739,-4.45928,#53C567
Перхоть,Болезни волос,13.888889,-8.566948,5.491503,#23888D
Печеночная колика,Болезни органов пищеварения,0.25778294,-12.784148,1.0558295,#267F8E
Печеночная кома,Болезни органов пищеварения,2.0649652,-12.311278,0.16652061,#267F8E
Печеночная недостаточность,Болезни органов пищеварения,2.4655392,-12.861237,-0.30712843,#267F8E
Печеночная энцефалопатия,Нервные болезни,-1.7269163,-2.9424646,6.218109,#BADE27
Пигментация зубов ,Болезни зубов,6.3595734,-9.241108,-0.5975112,#2D6F8E
Пигментная глаукома,Глазные болезни,7.1034236,-2.0173857,5.1490827,#462F7C
Пигментная ксеродерма,Кожные болезни,9.069981,-7.1910305,6.1869693,#30678D
Пигментные пятна,Кожные болезни,11.266368,-6.3550005,7.3736744,#30678D
Пигментный виллонодулярный синовит,Ревматические болезни,-3.0608933,-4.929514,2.651089,#79D151
Пигментный ретинит ,Глазные болезни,5.9306016,-2.6814315,6.658903,#462F7C
Пиелонефрит,Урологические болезни,1.5060419,-14.030706,-5.9829903,#48196B
Пиелонефрит у детей,Детские болезни,0.31663537,-5.048994,3.183182,#64CB5D
Пикнодизостоз,Наследственные болезни,3.522219,-1.9813457,8.603368,#404387
Пилефлебит,Болезни органов пищеварения,2.3150103,-13.788326,0.16113354,#267F8E
Пилоростеноз,Болезни органов пищеварения,1.4817305,-14.877268,-0.31554496,#267F8E
Пингвекула,Глазные болезни,6.6357074,-1.5238061,5.704348,#462F7C
Пинеобластома,Нервные болезни,-1.2708545,-0.5762466,6.6088867,#BADE27
Пинеоцитома,Нервные болезни,-1.2374387,-0.7011044,6.7894316,#BADE27
Пиовар,Женские болезни,5.361168,-12.991411,-5.526783,#460C5F
Пиодермия,Кожные болезни,8.634689,-7.0761876,5.740976,#30678D
Пиометра,Женские болезни,5.3739963,-12.054686,-4.9743614,#460C5F
Пиопневмоторакс,Болезни органов дыхания,-2.830952,-10.043882,2.6172438,#29788E
Пиосальпинкс,Женские болезни,4.9685354,-13.456794,-5.323575,#460C5F
Пироплазмоз,Инфекционные болезни,6.126384,-10.7307,3.59126,#440154
Писчий спазм,Нервные болезни,0.31355286,-1.5796766,7.2941465,#BADE27
Пищевая аллергия,Аллергические болезни,6.1230674,-5.275544,8.675966,#345E8D
Пищевое отравление у ребенка,Детские болезни,0.9886975,-5.8283987,4.0193377,#64CB5D
Пищевые токсикоинфекции,Инфекционные болезни,5.1222034,-11.756699,4.7634196,#440154
Платибазия,Нервные болезни,-1.4617724,-0.78627694,6.5776234,#BADE27
Плацентарный полип,Женские болезни,4.1350517,-11.487761,-4.925558,#460C5F
Плеврит,Болезни органов дыхания,-2.303281,-9.960054,2.1890295,#29788E
Плекситы,Нервные болезни,-0.8960252,-1.3838631,6.8232455,#BADE27
Плечевой плексит,Нервные болезни,-0.7065848,-1.3976483,6.328522,#BADE27
Плечелопаточный периартрит,Ревматические болезни,-3.2955253,-4.689669,1.5279417,#79D151
Плечелопаточный периартроз,Нервные болезни,-0.6966753,-1.8325906,5.752436,#BADE27
Плоская бородавка,Кожные болезни,8.80021,-7.739788,4.240739,#30678D
Плоскоклеточный рак кожи,Онкологические болезни,-1.0453439,-11.113244,-2.6305277,#D2E11B
Плоскоклеточный рак легкого,Онкологические болезни,-2.4806306,-11.47414,-5.044187,#D2E11B
Плоскоклеточный рак шейки матки,Женские болезни,4.239154,-11.422043,-5.0979347,#460C5F
Плоскостопие,Болезни ОДС и травмы,-5.8888774,-5.7189837,-1.7475989,#443982
Плоскостопие у детей,Детские болезни,0.5582106,-6.457484,4.988352,#64CB5D
Пневматоз кишечника,Болезни органов пищеварения,2.3769352,-15.006943,-0.3547759,#267F8E
Пневмококковая пневмония,Болезни органов дыхания,-1.1516886,-9.580709,3.2179542,#29788E
Пневмококковый менингит,Нервные болезни,-0.9219811,-1.9820743,5.696872,#BADE27
Пневмокониоз,Болезни органов дыхания,-2.9695919,-10.226896,1.8189471,#29788E
Пневмомедиастинум,Болезни органов дыхания,-0.45363307,-11.645989,2.8430448,#29788E
Пневмония,Болезни органов дыхания,-4.9402895,-13.943422,-1.3764632,#29788E
Пневмония у детей,Детские болезни,0.30945396,-5.9691887,4.0621724,#64CB5D
Пневмосклероз,Болезни органов дыхания,-2.6136887,-10.346334,2.7853625,#29788E
Пневмоторакс,Болезни органов дыхания,-3.2280774,-10.80144,2.163146,#29788E
Пневмоцефалия,Нервные болезни,-0.8790145,-0.63326627,5.777299,#BADE27
Пневмоцистоз,Инфекционные болезни,1.7448869,-10.07596,3.2209709,#440154
Поверхностная пиодермия,Кожные болезни,9.329863,-6.8388166,6.3118324,#30678D
Поверхностно-распространяющаяся меланома,Кожные болезни,9.274969,-6.954644,5.598856,#30678D
Поверхностный бульбит,Болезни органов пищеварения,1.3801937,-16.9222,-1.5403758,#267F8E
Поверхностный гастродуоденит,Болезни органов пищеварения,1.7505176,-13.431129,-0.323524,#267F8E
Поверхностный кариес,Болезни зубов,7.614431,-8.645741,0.3111391,#2D6F8E
Повреждение ахиллова сухожилия,Болезни ОДС и травмы,-5.376695,-5.976139,-1.1306188,#443982
Повреждение менисков коленного сустава,Болезни ОДС и травмы,-6.6112757,-6.519292,-0.7556072,#443982
Повреждение нерва,Болезни ОДС и травмы,-5.9129343,-5.9162254,-1.033558,#443982
Повреждение почки,Болезни ОДС и травмы,-5.297142,-6.489746,-2.4726245,#443982
Повреждение связок,Болезни ОДС и травмы,-5.5136456,-6.1216903,-1.6221164,#443982
Повреждение связок верхней конечности,Болезни ОДС и травмы,-5.4367056,-6.2728815,-0.76376206,#443982
Повреждение связок голеностопного сустава,Болезни ОДС и травмы,-5.8499475,-5.818634,-0.9231539,#443982
Повреждение сосудов,Болезни ОДС и травмы,-5.9612184,-5.9740763,-1.2489727,#443982
Повреждение сухожилий,Болезни ОДС и травмы,-5.6281137,-6.4067516,-1.9098996,#443982
Повреждение сухожилий кисти,Болезни ОДС и травмы,-6.362498,-6.549893,-1.3163543,#443982
Повреждения барабанной перепонки,"Болезни уха, горла, носа",2.128877,-5.7564993,-0.343602,#FDE724
Повреждения грудной клетки,Болезни ОДС и травмы,-5.6440797,-6.5919414,-1.4006147,#443982
Повреждения коленного сустава у детей,Детские болезни,-1.8276521,-4.157273,2.758836,#64CB5D
Повреждения легких,Болезни органов дыхания,-2.8004785,-9.482167,1.1675802,#29788E
Повреждения матки,Женские болезни,5.807108,-13.4453945,-5.3978806,#460C5F
Повреждения связок коленного сустава,Болезни ОДС и травмы,-6.0912447,-6.342778,-1.1745248,#443982
Повышенная тревожность детей и подростков,Детские болезни,1.0085444,-6.01045,4.5872,#64CB5D
Пограничная интеллектуальная недостаточность,Детские болезни,3.5481176,-6.5501084,4.117444,#64CB5D
Пограничное расстройство личности,Психические расстройства,-4.6137905,-4.7873034,7.192713,#29AF7F
